f1_sponsor,sponsor_f1_relationship,category,rank,competitor,domain,note,also_comparable_to
Glenfiddich (William Grant & Sons),Aston Martin partner,"Beverages, Food & CPG",2,Dalwhinnie (Diageo),malts.com,Premium Highland single malt Scotch,
Glenfiddich (William Grant & Sons),Aston Martin partner,"Beverages, Food & CPG",3,Cardhu (Diageo),malts.com,"Fast-growing Speyside single malt, strong in Asia",
Glenfiddich (William Grant & Sons),Aston Martin partner,"Beverages, Food & CPG",4,Benromach (Gordon & MacPhail),benromach.com,Independent craft Speyside single malt distillery,
Glenfiddich (William Grant & Sons),Aston Martin partner,"Beverages, Food & CPG",5,Bruichladdich (Remy Cointreau),bruichladdich.com,Fast-growing independent-spirited Islay distillery,
Glenfiddich (William Grant & Sons),Aston Martin partner,"Beverages, Food & CPG",6,Arran (Isle of Arran Distillers),arranwhisky.com,Fast-growing independent island single malt distillery,
Glenfiddich (William Grant & Sons),Aston Martin partner,"Beverages, Food & CPG",7,Glenglassaugh,glenglassaugh.com,Fast-growing boutique Highland single malt distillery,
Glenfiddich (William Grant & Sons),Aston Martin partner,"Beverages, Food & CPG",8,Wolfburn,wolfburn.com,Fast-growing independent Scotland's most northerly distillery,
Glenfiddich (William Grant & Sons),Aston Martin partner,"Beverages, Food & CPG",9,Glengoyne,glengoyne.com,Fast-growing independent Highland single malt distillery,Chivas Regal (Pernod Ricard)
Glenfiddich (William Grant & Sons),Aston Martin partner,"Beverages, Food & CPG",10,Tullibardine,tullibardine.com,Fast-growing independent Highland single malt distillery,Chivas Regal (Pernod Ricard)
Glenfiddich (William Grant & Sons),Aston Martin partner,"Beverages, Food & CPG",11,BenRiach,benriachdistillery.com,Fast-growing independent Speyside single malt distillery,Chivas Regal (Pernod Ricard)
Glenfiddich (William Grant & Sons),Aston Martin partner,"Beverages, Food & CPG",12,GlenDronach,theglendronach.com,Fast-growing independent Highland sherry-cask single malt,Chivas Regal (Pernod Ricard)
Glenfiddich (William Grant & Sons),Aston Martin partner,"Beverages, Food & CPG",13,Old Pulteney,oldpulteney.com,Fast-growing independent Highland coastal single malt,Chivas Regal (Pernod Ricard)
Glenfiddich (William Grant & Sons),Aston Martin partner,"Beverages, Food & CPG",14,Torabhaig,torabhaigdistillery.com,Fast-growing independent Isle of Skye single malt distillery,Chivas Regal (Pernod Ricard)
Glenfiddich (William Grant & Sons),Aston Martin partner,"Beverages, Food & CPG",15,Lindores Abbey Distillery,lindoresabbeydistillery.com,Fast-growing independent Lowland craft distillery,Chivas Regal (Pernod Ricard)
Glenfiddich (William Grant & Sons),Aston Martin partner,"Beverages, Food & CPG",16,Holyrood Distillery,holyroodpark.com,Fast-growing independent Edinburgh craft distillery,Chivas Regal (Pernod Ricard)
Heineken,F1 global partner; Chinese/Dutch/Las Vegas GP title,"Beverages, Food & CPG",1,Estrella Damm,estrelladamm.com,Fast-growing Spanish independent brewer,Peroni (Asahi Group); Singha (Boon Rawd Brewery)
Heineken,F1 global partner; Chinese/Dutch/Las Vegas GP title,"Beverages, Food & CPG",2,Mahou,mahou.es,Leading independent Spanish family brewer,Peroni (Asahi Group)
Heineken,F1 global partner; Chinese/Dutch/Las Vegas GP title,"Beverages, Food & CPG",3,Brooklyn Brewery,brooklynbrewery.com,Scaling US craft brewer with global distribution,
Heineken,F1 global partner; Chinese/Dutch/Las Vegas GP title,"Beverages, Food & CPG",4,Lagunitas Brewing,lagunitas.com,Fast-growing Heineken-owned US craft brand (arm's-length comp),
Heineken,F1 global partner; Chinese/Dutch/Las Vegas GP title,"Beverages, Food & CPG",5,Moosehead Breweries,moosehead.ca,"Canada's oldest independent brewer, export growth",
Heineken,F1 global partner; Chinese/Dutch/Las Vegas GP title,"Beverages, Food & CPG",6,Cusqueña,cusquena.com.pe,"Backus/AB InBev premium Peruvian beer, LatAm growth",
Heineken,F1 global partner; Chinese/Dutch/Las Vegas GP title,"Beverages, Food & CPG",7,Pilsner Urquell,pilsnerurquell.com,Asahi-owned Czech beer scaling internationally,
Heineken,F1 global partner; Chinese/Dutch/Las Vegas GP title,"Beverages, Food & CPG",8,Efes Beer,efesglobal.com,Turkish brewer expanding across EMEA,
Heineken,F1 global partner; Chinese/Dutch/Las Vegas GP title,"Beverages, Food & CPG",9,Cass Beer,obc.co.kr,Oriental Brewery (AB InBev) leading Korean beer,
Heineken,F1 global partner; Chinese/Dutch/Las Vegas GP title,"Beverages, Food & CPG",10,Hite,hitejinro.com,Hitejinro's fast-growing Korean beer brand,
Heineken,F1 global partner; Chinese/Dutch/Las Vegas GP title,"Beverages, Food & CPG",11,Snow Beer,crb.com.cn,"China Resources Beer, world's largest beer brand by volume",Singha (Boon Rawd Brewery)
Heineken,F1 global partner; Chinese/Dutch/Las Vegas GP title,"Beverages, Food & CPG",12,Harbin Beer,harbinbeer.com,AB InBev's fast-growing Chinese regional beer,
Heineken,F1 global partner; Chinese/Dutch/Las Vegas GP title,"Beverages, Food & CPG",13,Beerlao,beerlao.la,Lao Brewery/Carlsberg regional export beer,
Heineken,F1 global partner; Chinese/Dutch/Las Vegas GP title,"Beverages, Food & CPG",14,Antarctica,cervejaantarctica.com.br,AB InBev's leading Brazilian beer brand,Peroni (Asahi Group)
Heineken,F1 global partner; Chinese/Dutch/Las Vegas GP title,"Beverages, Food & CPG",15,Brahma,brahma.com.br,AB InBev's flagship fast-growing Brazilian beer,
Heineken,F1 global partner; Chinese/Dutch/Las Vegas GP title,"Beverages, Food & CPG",16,Tyskie,tyskie.pl,Asahi-owned top-selling Polish beer,
HMN24,Alpine partner,"Beverages, Food & CPG",1,Function Health,functionhealth.com,Fast-growing preventive health testing and wellness brand,WHOOP
HMN24,Alpine partner,"Beverages, Food & CPG",2,NOVOS,novoslabs.com,Fast-growing longevity supplement startup,
HMN24,Alpine partner,"Beverages, Food & CPG",3,Do Not Age,donotage.org,Fast-growing longevity supplement brand,
HMN24,Alpine partner,"Beverages, Food & CPG",4,Renue By Science,renuebyscience.com,Fast-growing longevity and recovery supplement brand,
HMN24,Alpine partner,"Beverages, Food & CPG",5,Qualia (Neurohacker Collective),qualialife.com,Fast-growing nootropic and recovery supplement brand,
HMN24,Alpine partner,"Beverages, Food & CPG",6,Life Extension,lifeextension.com,Fast-growing longevity supplement brand,
HMN24,Alpine partner,"Beverages, Food & CPG",7,Previnex,previnex.com,Fast-growing physician-formulated wellness supplement brand,
HMN24,Alpine partner,"Beverages, Food & CPG",8,Tally Health,tallyhealth.com,Fast-growing biological-age testing and wellness startup,
HMN24,Alpine partner,"Beverages, Food & CPG",9,ProHealth Longevity,prohealth.com,Fast-growing longevity supplement brand,
HMN24,Alpine partner,"Beverages, Food & CPG",10,Therabody,therabody.com,Fast-growing recovery technology and wellness brand,
HMN24,Alpine partner,"Beverages, Food & CPG",11,Kion (AminoCo),getkion.com,Fast-growing recovery and performance supplement brand,
HMN24,Alpine partner,"Beverages, Food & CPG",12,BeachBody Performance,beachbodyperformance.com,Fast-growing sports recovery supplement brand,
HMN24,Alpine partner,"Beverages, Food & CPG",13,Klean Athlete,kleanathlete.com,Fast-growing NSF-certified sports recovery supplement brand,Optimum Nutrition (Glanbia)
HMN24,Alpine partner,"Beverages, Food & CPG",14,Symbiotica,symbiotica.com,Fast-growing liposomal wellness supplement challenger brand,
HMN24,Alpine partner,"Beverages, Food & CPG",15,AgelessRx,agelessrx.com,Fast-growing US longevity telehealth and supplement brand,
HMN24,Alpine partner,"Beverages, Food & CPG",16,Wonderfeel,wonderfeel.com,Fast-growing longevity and NMN supplement brand,
HMN24,Alpine partner,"Beverages, Food & CPG",17,Fountain Life,fountainlife.com,Fast-growing preventive health and longevity clinic brand,
HMN24,Alpine partner,"Beverages, Food & CPG",18,Restore Hyper Wellness,restore.com,Fast-growing US recovery and wellness franchise brand,
HMN24,Alpine partner,"Beverages, Food & CPG",19,Tru Niagen (ChromaDex),truniagen.com,Fast-growing NAD+ longevity supplement brand,
Jack Daniel's (Brown-Forman),McLaren partner,"Beverages, Food & CPG",1,Nelson's Green Brier Distillery,nelsonsgreenbrier.com,Fast-growing craft Tennessee whiskey distillery,Jim Beam (Suntory Global Spirits)
Jack Daniel's (Brown-Forman),McLaren partner,"Beverages, Food & CPG",2,Barrell Craft Spirits,barrellbourbon.com,Fast-growing independent craft bourbon blender,Jim Beam (Suntory Global Spirits)
Jack Daniel's (Brown-Forman),McLaren partner,"Beverages, Food & CPG",3,Widow Jane,widowjane.com,Fast-growing independent craft bourbon brand,
Jack Daniel's (Brown-Forman),McLaren partner,"Beverages, Food & CPG",4,Balcones Distilling,balconesdistilling.com,Fast-growing independent Texas craft whiskey distillery,
Jack Daniel's (Brown-Forman),McLaren partner,"Beverages, Food & CPG",5,Garrison Brothers Distillery,garrisonbros.com,Fast-growing independent Texas craft bourbon distillery,
Jack Daniel's (Brown-Forman),McLaren partner,"Beverages, Food & CPG",6,Frey Ranch Distillery,freyranch.com,Fast-growing independent farm-to-bottle craft whiskey distillery,
Jack Daniel's (Brown-Forman),McLaren partner,"Beverages, Food & CPG",7,Redbreast (Irish Distillers),redbreastwhiskey.com,Fast-growing premium single pot still Irish whiskey,
Jack Daniel's (Brown-Forman),McLaren partner,"Beverages, Food & CPG",8,Suntory Whisky Toki,suntorywhisky.com,Fast-growing global premium Japanese whisky brand,
Jack Daniel's (Brown-Forman),McLaren partner,"Beverages, Food & CPG",9,Nikka Whisky (Asahi),nikka.com,Fast-growing premium Japanese whisky brand,
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",1,New Riff Distilling,newriffdistilling.com,Fast-growing independent craft bourbon distillery,Jack Daniel's (Brown-Forman)
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",2,Penelope Bourbon,penelopebourbon.com,Fast-growing independent craft bourbon challenger brand,Jack Daniel's (Brown-Forman)
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",3,Redwood Empire Whiskey,redwoodempirewhiskey.com,Fast-growing independent craft American whiskey brand,Jack Daniel's (Brown-Forman)
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",4,Uncle Nearest,unclenearest.com,Fast-growing independent premium Tennessee whiskey brand,
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",5,Ranger Creek Distilling,drinkrangercreek.com,Fast-growing independent Texas craft distillery,
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",6,Woodinville Whiskey Co.,woodinvillewhiskeyco.com,Fast-growing independent Washington craft bourbon distillery,Jack Daniel's (Brown-Forman)
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",7,Westland Distillery,westlanddistillery.com,Fast-growing independent American single malt whiskey brand,Jack Daniel's (Brown-Forman); Moet Hennessy (LVMH)
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",8,Wyoming Whiskey,wyomingwhiskey.com,Fast-growing independent craft American whiskey brand,Jack Daniel's (Brown-Forman); Moet Hennessy (LVMH)
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",9,Smooth Ambler,smoothambler.com,Fast-growing independent craft bourbon distillery,Jack Daniel's (Brown-Forman)
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",10,Belle Meade Bourbon (Nelson's Green Brier),bellemeadebourbon.com,Fast-growing independent craft bourbon brand,
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",11,Old Elk Distillery,oldelkdistillery.com,Fast-growing independent Colorado craft bourbon distillery,
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",12,Green River Distilling,greenriverdistilling.com,Fast-growing independent craft bourbon distillery,
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",13,Peerless Distilling,kentuckypeerless.com,Fast-growing independent craft rye/bourbon distillery,
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",14,Willett Distillery,kentuckybourbonwhiskey.com,Fast-growing independent family-owned bourbon distillery,Jack Daniel's (Brown-Forman)
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",15,Starlight Distillery,starlightdistillery.com,Fast-growing independent craft Indiana bourbon distillery,
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",16,FEW Spirits,fewspirits.com,Fast-growing independent Illinois craft whiskey distillery,
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",17,Journeyman Distillery,journeymandistillery.com,Fast-growing independent Michigan craft whiskey distillery,Jack Daniel's (Brown-Forman)
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",18,Koval Distillery,koval-distillery.com,Fast-growing independent Chicago craft whiskey distillery,Jack Daniel's (Brown-Forman)
Jim Beam (Suntory Global Spirits),Cadillac partner,"Beverages, Food & CPG",19,Corsair Distillery,corsairdistillery.com,Fast-growing independent Tennessee craft whiskey distillery,Jack Daniel's (Brown-Forman)
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",1,Giraffas,giraffas.com.br,Fast-growing independent Brazilian QSR chain,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",2,Spoleto,spoleto.com.br,Fast-growing Brazilian fast-casual pasta chain,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",3,Norky's,norkys.com.pe,Fast-growing independent Peruvian chicken chain,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",4,Pardos Chicken,pardoschicken.pe,Fast-growing Peruvian rotisserie chicken chain,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",5,San Jorge Pollos,sanjorge.com.pe,Growing regional Peruvian chicken chain,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",6,Coco Bambu,cocobambu.com,Fast-growing Brazilian seafood restaurant chain,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",7,Madero,madero.com.br,Fast-growing premium Brazilian burger chain,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",8,Frisby,frisby.com.co,Fast-growing independent Colombian fried-chicken chain,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",9,El Corral,elcorral.com,Fast-growing independent Colombian burger chain,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",10,Presto (Peru),presto.com.pe,Growing Peruvian fast-food chain,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",11,Outback Steakhouse Brasil (Bloomin' Brands),outback.com.br,"Fast-growing US casual-dining franchise, huge Brazil footprint",
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",12,Applebee's Latin America,applebees.com,Fast-expanding US casual-dining franchise across LatAm,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",13,TGI Fridays Latin America,tgifridays.com,Fast-expanding US casual-dining franchise across LatAm,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",14,Chili's Latin America (Brinker International),chilis.com,Fast-growing US casual-dining franchise across LatAm,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",15,IHOP Latin America,ihop.com,Fast-expanding US breakfast-casual franchise across LatAm,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",16,Denny's Latin America,dennys.com,Fast-expanding US diner franchise across LatAm,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",17,China Wok,chinawok.com.pe,Fast-growing Peruvian/LatAm Chinese-food QSR chain,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",18,Divino Fogão,divinofogao.com.br,Fast-growing Brazilian steakhouse-style chain,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",19,Wok to Walk,woktowalk.com,Fast-expanding global Asian fast-casual chain present in LatAm,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",20,Vapiano,vapiano.com,Fast-expanding global Italian fast-casual chain present in LatAm,
McDonald's (Arcos Dorados),F1 regional partner (Latin America),"Beverages, Food & CPG",21,Ragazzo,ragazzo.com.br,Fast-growing independent Brazilian pizza chain,
Moet & Chandon (LVMH),Belgian GP title sponsor; F1 official champagne,"Beverages, Food & CPG",1,Egly-Ouriet,champagne-egly-ouriet.fr,Fast-growing prestige grower-Champagne house,Moet Hennessy (LVMH); Taittinger
Moet & Chandon (LVMH),Belgian GP title sponsor; F1 official champagne,"Beverages, Food & CPG",2,Jacques Selosse,selosse-lesud.com,Cult independent grower-Champagne house,Moet Hennessy (LVMH); Taittinger
