#,company,domain,hq_country,sector,subsector,employees_est,affordability,why_f1
528,Deriv,deriv.com,Malta,"Trading, Crypto & Wealth",CFD / derivatives trading platform,"~1,300","25+ years, 2.5M+ traders, profitable; revenue estimated well above $250M","Large, profitable multi-region broker (Africa, Asia, LatAm) needing a global brand property to break out."
529,Doo Group,doo.com,Singapore,"Trading, Crypto & Wealth",FX / CFD brokerage & fintech (Doo Prime),"~1,000",Profitable; global partner of Manchester United since 2023 (multi-M USD/yr),Already writing Man United-sized cheques; motorsport extends its APAC/MENA brand strategy.
530,DRW,drw.com,United States,"Trading, Crypto & Wealth",Proprietary trading (incl. Cumberland crypto),"~2,200","Multibillion-dollar trading revenue, decades profitable",Diversified trading giant with crypto arm; F1 sponsorship builds employer brand and institutional visibility.
531,Exness,exness.com,Cyprus,"Trading, Crypto & Wealth",FX / CFD broker,"~2,500","Monthly trading volume >$5T, revenue estimated >$1B (2024), profitable; existing football sponsorships (Real Madrid partnership)","World's largest retail FX broker by volume, already spending Real Madrid-level money on global brand."
532,flatexDEGIRO,flatexdegiro.com,Germany,"Trading, Crypto & Wealth",Online brokerage,"~1,400","Revenue ~€480M (2024), profitable; former Borussia Monchengladbach shirt sponsor (multi-M/yr)",Pan-European broker with proven seven-figure sponsorship history and 3M+ customers across 16 countries.
533,FTMO,ftmo.com,Czech Republic,"Trading, Crypto & Wealth",Prop trading / funded trader platform,~400,"Revenue ~€213M (2023), extremely profitable; funding acquisition of OANDA (2025)",Category leader in funded trading with M&A-scale cash; F1 would legitimize the whole prop category.
534,Futu Holdings (moomoo),moomoo.com,Singapore,"Trading, Crypto & Wealth",Digital brokerage / investing app,"~3,000","Revenue ~US$1.7B (2024), highly profitable; Nasdaq-listed (FUTU)","Aggressively expanding moomoo brand across SG, JP, AU, US — F1's APAC races align with every growth market."
535,Groww,groww.in,India,"Trading, Crypto & Wealth",Investing app / retail brokerage,"~1,800","Revenue ~$380M (FY2024), profitable; listed in India (2025)",India's largest broker by active clients courting young investors as F1 fandom explodes in India.
536,Hargreaves Lansdown,hl.co.uk,United Kingdom,"Trading, Crypto & Wealth",Investment platform / wealth,"~2,400",Revenue £765M (FY2024); taken private at £5.4B (2024),New PE owners (CVC — former F1 owner) pushing growth/rebrand; UK F1 audience maps to its affluent client base.
537,HFM (HF Markets),hfm.com,Cyprus,"Trading, Crypto & Wealth",FX / CFD broker,~500,"3.5M+ live accounts, profitable; former official partner of Paris Saint-Germain (seven-figure/yr)",Proven big-club sponsorship buyer targeting emerging-market traders who follow F1.
538,Hudson River Trading,hudsonrivertrading.com,United States,"Trading, Crypto & Wealth",Proprietary trading / market maker,"~1,000",Net trading revenue ~$8B (2024),Record profits and quant-recruiting battle; F1's data/engineering narrative mirrors its brand.
539,IC Markets,icmarkets.com,Australia,"Trading, Crypto & Wealth",FX / CFD broker,~400,"World's largest retail FX/CFD broker by volume (>$1T/month); revenue estimated >$400M, highly profitable",Volume leader with minimal brand spend to date — F1 is the classic move its Australian peers made.
540,IMC Trading,imc.com,Netherlands,"Trading, Crypto & Wealth",Market maker,"~1,700","Net trading income >€1.5B, consistently profitable",Global market maker competing for the same quant talent; Dutch F1 fervor gives a home angle.
541,Interactive Brokers,interactivebrokers.com,United States,"Trading, Crypto & Wealth",Retail/professional brokerage,"~3,000",Revenue ~$5.2B and net income >$3B (2024); Nasdaq-listed (IBKR),"Global multi-asset brand in 200+ markets seeking affluent, internationally-minded active traders — exact F1 audience."
542,Jane Street,janestreet.com,United States,"Trading, Crypto & Wealth",Proprietary trading / market maker,"~2,600",Net trading revenue ~$20B (2024),Deepest pockets in trading; F1 offers elite recruiting and brand prestige akin to tech-firm team deals.
543,Monex Group,monexgroup.jp,Japan,"Trading, Crypto & Wealth","Online brokerage & crypto (TradeStation, Coincheck)","~1,900","Revenue ~¥100B (~$650M, FY2024); Tokyo-listed, profitable","Japan's F1 resurgence (Suzuka, Honda/Aston 2026) offers a home-market play spanning its US and JP brands."
544,Optiver,optiver.com,Netherlands,"Trading, Crypto & Wealth",Market maker,"~2,000","Net trading income in the billions of EUR (2023-24), consistently profitable",Dutch firm riding the Verstappen-era talent market; F1 precision-engineering story fits market making.
545,Plus500,plus500.com,Israel,"Trading, Crypto & Wealth",CFD / retail trading platform,"~2,500","Revenue ~$768M (2024), LSE-listed, ~45% margins; ex-Atletico Madrid shirt sponsor, current Chicago Bulls partner",Serial eight-figure sports sponsor with big US push — F1 delivers exactly its global CFD demographic.
546,Robinhood,robinhood.com,United States,"Trading, Crypto & Wealth",Investing app / retail brokerage,"~2,300","Revenue ~$2.95B (2024), profitable; verified sports spender (NBA, 23XI Racing NASCAR 2025-26)",Already buying motorsport (NASCAR) and expanding internationally — F1 is the natural global step; verified no current F1 deal.
547,Saxo Bank,home.saxo,Denmark,"Trading, Crypto & Wealth",Multi-asset trading / brokerage,"~2,200","Revenue ~DKK 4.5B (~$650M, 2024), profitable; history of top-tier sports sponsorship (pro cycling team)",Premium global trading brand with prior title-sponsorship pedigree and new ownership seeking growth.
548,Scalable Capital,scalable.capital,Germany,"Trading, Crypto & Wealth",Neobroker / digital wealth,~500,"Raised €155M (June 2025, Sofina/Noteus; >€470M total)",Freshly capitalized for pan-European expansion; needs mass-brand awareness against Trade Republic.
549,StoneX Group,stonex.com,United States,"Trading, Crypto & Wealth","Brokerage / institutional trading (owns FOREX.com, City Index)","~4,500","Operating revenue ~$3.5B (FY2024), Fortune-100, profitable",Retail FX brands (FOREX.com/City Index) compete directly with F1-sponsoring brokers and need global brand lift.
550,Swissquote,swissquote.com,Switzerland,"Trading, Crypto & Wealth",Online bank / trading platform,"~1,200","Net revenue CHF ~660M (2024), very profitable; current UEFA Europa League sponsor","Already spends UEFA-level money; multi-asset (incl. crypto) brand fits F1's finance-heavy sponsor roster, incl. Sauber's Swiss home link."
551,Trade Republic,traderepublic.com,Germany,"Trading, Crypto & Wealth",Neobroker / wealth app,"~1,000","Revenue ~€340M (2024), profitable since 2023; >8M customers, full banking licence",Europe's largest neobroker; German F1 fanbase and Audi's 2026 entry make a home-continent activation obvious.
552,Trading 212,trading212.com,United Kingdom,"Trading, Crypto & Wealth",Investing app / CFD broker,~900,"Revenue >£200M (~$260M+, 2023), highly profitable, self-funded",Heavy performance-marketing spender in UK/EU that could shift budget to F1 as commission-free rivals scale.
553,UP Fintech (Tiger Brokers),itigerup.com,Singapore,"Trading, Crypto & Wealth",Digital brokerage / investing app,~900,"Revenue ~$391M (2024), profitable; Nasdaq-listed (TIGR)",Pan-APAC retail brokerage fighting moomoo for the same young-affluent audience F1 delivers in Singapore/Australia/Japan.
554,Virtu Financial,virtu.com,United States,"Trading, Crypto & Wealth",Market maker / execution services,"~1,900","Revenue ~$2.9B (2024), Nasdaq-listed, profitable",Public market maker with client-facing execution business that benefits from mainstream brand visibility.
555,Wealthsimple,wealthsimple.com,Canada,"Trading, Crypto & Wealth",Wealth / investing app,"~1,300","Revenue >CAD 500M (2024), AUA >CAD 70B; backed by Power Corp",Canada's dominant investing app; Montreal GP home race plus Lance Stroll give a strong national activation hook.
556,Webull,webull.com,United States,"Trading, Crypto & Wealth",Investing app / retail brokerage,"~1,000",Revenue ~$390M (2024); Nasdaq-listed via SPAC (2025); Brooklyn Nets jersey sponsor,"Proven seven-figure sports sponsor targeting young global retail traders across US, APAC and LatAm."
557,XM (Trading Point),xm.com,Cyprus,"Trading, Crypto & Wealth",FX / CFD broker,"~1,000","10M+ clients, profitable at scale; paid global ambassador deals (Usain Bolt) worth $1M+/yr","Big-ticket global marketer in the Cyprus CFD cluster whose rivals (Pepperstone, Vantage) are already in F1."
558,XTB,xtb.com,Poland,"Trading, Crypto & Wealth",CFD / FX broker & investing app,"~1,300","Revenue ~PLN 1.6B (~$400M, 2024), WSE-listed, profitable; paid celebrity ambassadors (Ibrahimovic, Casillas)",Proven multi-million marketing buyer expanding into MENA/LatAm; F1 outshines rivals' football deals.
559,XTX Markets,xtxmarkets.com,United Kingdom,"Trading, Crypto & Wealth",Algorithmic market maker,~250,Revenue ~$2.9B with >$1B profit (2023),Cash-rich UK quant firm building global profile (and huge GPU/data centers) — F1 tech halo fits perfectly.
560,Zerodha,zerodha.com,India,"Trading, Crypto & Wealth",Retail brokerage,"~1,100",Revenue ~$1.1B with ~$560M profit (FY2024); bootstrapped and cash-rich,India's most profitable broker with huge unspent brand budget and a founder base of motorsport-savvy young traders.
561,Aegean Airlines,aegeanair.com,Greece,Travel & Hospitality,Airline,"3,000-4,000",Revenue EUR 1.78B (2024) with ~EUR 130M net profit; Athens-listed,Star Alliance carrier chasing premium European leisure travelers; race-weekend charter and Mediterranean hospitality tie-ins
562,Air Arabia,airarabia.com,United Arab Emirates,Travel & Hospitality,Airline (LCC),"2,000-3,000","Revenue ~AED 6.9B (~$1.9B, 2024); consistently profitable DFM-listed carrier",Gulf LCC hub network overlaps Bahrain/Jeddah/Abu Dhabi race corridor; affluent regional traveler reach without an airline conflict on the grid
563,Air Europa,aireuropa.com,Spain,Travel & Hospitality,Airline,"4,000-5,000","Revenue ~EUR 2.9B (2024); profitable, post-IAG-deal independence with new investor capital","Madrid hub as the new Spanish GP (Madring) arrives 2026 - direct home-race hospitality synergy plus LatAm race-city network (Mexico City, Sao Paulo)"
564,airBaltic,airbaltic.com,Latvia,Travel & Hospitality,Airline,"2,500-3,000",Revenue EUR 747M (2024); Lufthansa Group took equity stake 2025 ahead of planned IPO,Pre-IPO brand-building window; connects Baltics/Nordics to European race cities with a distinctive challenger identity
565,Akasa Air,akasaair.com,India,Travel & Hospitality,Airline (LCC),"3,500-4,500",Revenue ~$530M (FY24) scaling rapidly; 2025 equity round from Premji Invest and Claypond Capital (Jhunjhunwala family-backed),F1 viewership boom in India with no Indian airline on the grid; 226-aircraft order book signals global ambitions
566,Almosafer,almosafer.com,Saudi Arabia,Travel & Hospitality,OTA,"1,500-2,500","Parent Seera Group revenue ~SAR 3.2B (~$850M, 2024); Tadawul-listed",Saudi's leading OTA already retails Jeddah GP packages without official status; home-race official-partner upgrade is a natural sell
567,Aman Group,aman.com,Switzerland,Travel & Hospitality,Hotel group (ultra-luxury),"3,000-5,000",$500M investment from Shinsegae/OKO Group (2026); $900M raise 2022 at $3B valuation; PIF-backed,"Ultra-luxury brand expanding into Miami, Vegas-adjacent markets and the Gulf; F1 Paddock Club audience is exactly its client base"
568,Bangkok Airways,bangkokair.com,Thailand,Travel & Hospitality,Airline (boutique),"2,500-3,500","Revenue ~THB 26B (~$750M, 2024); profitable SET-listed carrier","Self-styled boutique airline for affluent leisure travelers; Thailand is actively courting a Bangkok GP, creating first-mover positioning"
569,Bolt,bolt.eu,Estonia,Travel & Hospitality,Ride-hailing / mobility,"3,500-4,500",Revenue ~EUR 2.0B (2024); EUR 700M+ raised (2022 round at EUR 7.4B valuation); IPO-track,Race-weekend ground mobility in 50+ countries; challenger to Uber needs global brand moments ahead of IPO
570,Breeze Airways,flybreeze.com,United States,Travel & Hospitality,Airline (LCC),"2,000-3,000","Revenue ~$680M (2024) with first profitable quarters; >$700M VC raised (Fidelity, BlackRock-backed)",Fast-growing US brand needing national awareness as three US races anchor F1's growth market
571,Cebu Pacific,cebupacificair.com,Philippines,Travel & Hospitality,Airline (LCC),"4,000-5,000","Revenue ~PHP 106B (~$1.8B, 2024); profitable, record 152-aircraft Airbus order 2024","APAC race swing (Singapore, Japan, Australia) sits on its network; F1's young Asian audience matches its demographic"
572,Choice Hotels International,choicehotels.com,United States,Travel & Hospitality,Hotel group (franchisor),"1,700-2,200","Revenue $1.6B (2024); profitable NYSE-listed franchisor (7,500+ hotels)",Rival Hilton/Marriott are on the grid; Choice needs a global stage for its upscale push and Radisson Americas brands
573,Collinson Group,collinsongroup.com,United Kingdom,Travel & Hospitality,Airport lounges / traveler experiences (Priority Pass),"2,000-2,500","Revenue est £800M+; profitable family-held group; Priority Pass network of 1,500+ lounges",Priority Pass members are precisely F1's affluent frequent-flyer demographic; competitor DragonPass already validated motorsport tie-ins
574,Condor,condor.com,Germany,Travel & Hospitality,Airline (leisure),"4,000-5,000",Revenue ~EUR 1.9B (FY2023/24); profitable under Attestor ownership with new A330neo long-haul fleet,"Distinctive striped brand flying leisure routes to race destinations (Las Vegas, Miami, Austin); German market has deep F1 fan base"
575,Despegar,despegar.com,Argentina,Travel & Hospitality,OTA,"2,500-3,500",Revenue $780M (2024); acquired by Prosus for $1.7B (2025),LatAm's leading OTA with Sao Paulo and Mexico City GPs in home markets; new deep-pocketed owner funding growth
576,eDreams ODIGEO,edreamsodigeo.com,Spain,Travel & Hospitality,OTA / subscription travel,"1,500-2,000","Revenue ~EUR 711M (FY2025); profitable, 7M+ Prime subscribers, Madrid-listed","Europe's largest flight OTA pushing Prime subscriptions; F1 fan travel is a high-frequency, high-value acquisition channel"
577,Fiji Airways,fijiairways.com,Fiji,Travel & Hospitality,Airline,"1,500-2,000","Revenue ~FJ$1.5B (~$680M, 2024); profitable; proven multi-million sports sponsor (Fijian Drua, national rugby teams)",Already uses sport as its brand engine; Melbourne GP gateway carrier for US-Australia premium leisure flows
578,FIVE Holdings,fivehotelsandresorts.com,United Arab Emirates,Travel & Hospitality,Hotel group (luxury lifestyle),"2,000-3,000","Revenue ~AED 1.5B (~$400M+, 2024); profitable; acquired Pacha Group and issued $350M+ green bonds",Dubai party-luxury brand built on entertainment; Abu Dhabi GP after-race economy and Vegas ambitions align perfectly
579,flynas,flynas.com,Saudi Arabia,Travel & Hospitality,Airline (LCC),"2,000-4,000",Revenue $2.0B (2024); raised $1.1B in June 2025 Tadawul IPO at ~$3.6B valuation,Saudi flag-bearer LCC with home-race synergy in Jeddah/Qiddiya and Vision 2030 tourism push; freshly capitalized for global brand building
580,HBX Group,hbxgroup.com,Spain,Travel & Hospitality,B2B travel marketplace (Hotelbeds),"3,000-4,000",Revenue EUR 693M (FY2024); raised EUR 725M in Feb 2025 Madrid IPO,World's largest hotel bedbank newly public and building a consumer-facing corporate brand; race-city room inventory is its core asset
581,Hopper,hopper.com,Canada,Travel & Hospitality,Travel app / fintech,"1,000-1,500",Revenue est $700M+ (2024); profitable since 2023 on $6B+ annual travel sales,Gen-Z/millennial travel app matching F1's youngest-growing fanbase; price-freeze fintech products suit volatile race-weekend fares
582,Icelandair,icelandair.com,Iceland,Travel & Hospitality,Airline,"3,000-3,500",Revenue ~$1.6B (2024); Nasdaq Iceland-listed,Transatlantic hub model touches US and European race markets in one network; premium leisure stopover product suits F1 travel packages
583,Jazeera Airways,jazeeraairways.com,Kuwait,Travel & Hospitality,Airline (LCC),"1,000-1,500",Revenue ~$620M (2024); profitable Boursa Kuwait-listed carrier,"Feeds Gulf race cities (Bahrain, Jeddah, Abu Dhabi) and wants brand lift beyond Kuwait; F1's regional footprint is a natural stage"
584,lastminute.com group,lastminutegroup.com,Switzerland,Travel & Hospitality,OTA (dynamic packages),"1,500-2,000",Revenue ~EUR 370M (2024); profitable SIX-listed group,"Former F1 travel partner (2017-19, lapsed) with proven belief in the platform; packages flights+hotels for race weekends natively"
585,MakeMyTrip,makemytrip.com,India,Travel & Hospitality,OTA,"3,500-5,000","Revenue $978M (FY2025); profitable, Nasdaq market cap >$10B",India's outbound-travel boom meets surging Indian F1 viewership; premium international packages are its fastest-growing line
586,Motel One Group,motel-one.com,Germany,Travel & Hospitality,Hotel group (design budget),"3,500-4,500",Revenue ~EUR 900M (2024); profitable; PAI-backed at ~EUR 4B valuation (2024),Design-led city hotels in most European race cities; PE owners funding international expansion need brand acceleration
587,Norwegian Air Shuttle,norwegian.com,Norway,Travel & Hospitality,Airline (LCC),"4,000-5,000","Revenue ~NOK 36B (~$3.3B, 2024); profitable post-restructuring, Oslo-listed",Large European leisure network across race cities; rebuilt balance sheet and appetite for high-visibility brand marketing
588,PPHE Hotel Group,pphe.com,United Kingdom,Travel & Hospitality,Hotel group,"2,000-3,000","Revenue £446M (2024); profitable LSE-listed owner-operator (Park Plaza, art'otel)","Owns upscale hotels in London, Amsterdam, and European race cities; art'otel lifestyle brand seeks global visibility"
589,Rocco Forte Hotels,roccofortehotels.com,United Kingdom,Travel & Hospitality,Hotel group (luxury),"2,000-3,000",Saudi PIF acquired 49% at ~£1.4B valuation (2023) to fund expansion; revenue ~£400M,"Luxury properties in European race cities (Rome, Munich, Brussels) with PIF growth capital and Middle East expansion mandate"
590,Starlux Airlines,starlux-airlines.com,Taiwan,Travel & Hospitality,Airline (premium),"3,500-5,000","Revenue ~TWD 35B (~$1.1B, 2024); Taipei-listed, turned profitable 2024",Luxury-positioned challenger flying Taipei to US West Coast and Japan race markets; premium cabin brand fits F1's affluent audience
591,Sun Country Airlines,suncountry.com,United States,Travel & Hospitality,Airline (leisure/charter),"2,500-3,500",Revenue ~$1.1B (2024); profitable Nasdaq-listed hybrid carrier,"Charter division already flies pro sports teams; US race calendar (Miami, Austin, Vegas) fits its leisure-charter model"
592,SunExpress,sunexpress.com,Turkey,Travel & Hospitality,Airline (leisure),"4,000-5,000",Revenue ~$2.1B (2024); profitable Lufthansa-Turkish Airlines JV,Leisure carrier bridging Europe and Turkey seeking standalone brand fame; race-city charters and European fan travel synergy
593,Trainline,thetrainline.com,United Kingdom,Travel & Hospitality,Rail travel platform,"900-1,200",Net revenue £442M on £5.9B ticket sales (FY2025); profitable LSE-listed,"European race cities are rail-connected (Silverstone, Monza, Spa, Barcelona); sustainability-of-travel story complements F1 Net Zero 2030"
594,TravelPerk,travelperk.com,Spain,Travel & Hospitality,Business travel platform,"1,200-1,800",Raised $200M Series E (Jan 2025) at $2.7B valuation,SMB business-travel challenger fighting for brand awareness against Navan/Amex GBT; F1 B2B hospitality reaches its exact buyer
595,Tripadvisor,tripadvisor.com,United States,Travel & Hospitality,Travel platform / experiences,"2,500-3,000",Revenue $1.8B (2024); Nasdaq-listed with profitable Viator experiences arm,Race weekends are experience-booking spikes; Viator could own F1 city experience inventory the way rivals own flights
596,trivago,trivago.com,Germany,Travel & Hospitality,Hotel metasearch,700-900,Revenue EUR 468M (2024); Nasdaq-listed with EUR 250M+ annual brand-advertising budget,TV-advertising-native brand; F1's global broadcast reach is a direct substitute for its performance-TV spend
597,Volotea,volotea.com,Spain,Travel & Hospitality,Airline (LCC),"1,700-2,200","Revenue ~EUR 800M (2024); profitable, IPO-track","Connects mid-size European cities to race hubs (Barcelona, Monaco via Nice); challenger brand seeking pan-European awareness"
598,Vueling,vueling.com,Spain,Travel & Hospitality,Airline (LCC),"3,500-4,500",Revenue ~EUR 3B (2024); profitable IAG operating company with own marketing budget,Barcelona home base next to the Spanish GP market; huge point-to-point network across European race cities
599,Wyndham Hotels & Resorts,wyndhamhotels.com,United States,Travel & Hospitality,Hotel group (franchisor),"2,000-2,500",Revenue $1.4B (2024); highly profitable asset-light franchisor; long-running PGA Wyndham Championship title sponsor,"9,000+ hotels blanket every race city; proven big-ticket sports sponsor looking for global loyalty-program reach"
600,Yanolja,yanolja.com,South Korea,Travel & Hospitality,Travel platform / hospitality tech,"2,500-3,000","Revenue ~KRW 890B (~$650M, 2024); $1.7B SoftBank Vision Fund backing; Nasdaq IPO track",Korean travel super-app globalizing via cloud hospitality software; needs a worldwide B2B2C stage ahead of listing
