sector,rank,priority_score,company,domain,hq_country,niche,employees_est,size_band,tag,timing_signal,other_sport_deal,affordability,why_f1
02 Real Estate & Building Products,50,46,Shaw Industries Group,shawinc.com,US,"Flooring manufacturer (Berkshire Hathaway subsidiary, private)","10,000+",5k-10k,core,,,Very high affordability given Berkshire Hathaway's balance sheet and >$5B revenue.,Large private manufacturer with a B2B contractor/architect network for brand-building.
02 Real Estate & Building Products,51,46,SM Prime Holdings,smprime.com,Philippines,Mall/residential/office developer (Sy family),"6,000-10,000",5k-10k,core,,,One of Southeast Asia's largest property companies by market cap.,Mass-affluent mall footfall plus HNW residential buyers for brand visibility.
02 Real Estate & Building Products,52,46,Sumitomo Forestry Co.,sfc.co.jp,Japan,Timber/housing conglomerate,"6,000-10,000",5k-10k,core,,,High affordability given >$5B revenue.,Japanese GP home-market tie and exposure through its US homebuilding subsidiary.
02 Real Estate & Building Products,53,46,Sumitomo Realty & Development,sumitomo-rd.co.jp,Japan,"Major Japanese developer (Shinjuku towers, condos)","6,000-10,000",5k-10k,core,,,High affordability as a top-3 Japanese developer by revenue.,Suzuka GP proximity and Tokyo HNW condo-buyer base.
02 Real Estate & Building Products,54,46,Sun Hung Kai Properties,shkp.com,Hong Kong,Largest HK-listed developer,"10,000+",5k-10k,core,,,Very high affordability - one of Asia's largest property groups by market cap.,Deep HNW/UHNW Hong Kong buyer base that travels to regional Asian GPs.
02 Real Estate & Building Products,55,46,VELUX Group,velux.com,Denmark,"Roof windows/skylights manufacturer (private, VKR Holding)","10,000+",5k-10k,core,,,High affordability - large private manufacturer with revenue over $3.5B.,European-wide B2B contractor/architect brand exposure across multiple F1 host countries.
02 Real Estate & Building Products,56,46,Vinhomes JSC,vinhomes.vn,Vietnam,Vingroup's dominant residential developer,"6,000-10,000",5k-10k,core,,,Vietnam's largest developer by market cap; high affordability.,Emerging Southeast Asian HNW base and Vingroup's history of global brand ambitions.
02 Real Estate & Building Products,57,44,Bayut (EMPG),bayut.com,UAE,"Leading UAE property portal, part of Emerging Markets Property Group (private)","1,000-2,000",1k-5k,funded-150m,,,Parent EMPG has raised >$290M from investors including Vostok New Ventures; feasible at floor budget.,Direct Gulf market presence - a Dubai-based portal squarely in the Abu Dhabi GP's home audience.
02 Real Estate & Building Products,58,44,Compass Inc,compass.com,US,Tech-enabled residential real estate brokerage,"3,000-5,000",1k-5k,funded-150m,,,Historically raised >$1.5B in venture funding pre-IPO; now public and feasible at floor budget.,Luxury residential agent/client base matches the HNW motorsport audience in top US metros.
02 Real Estate & Building Products,59,44,HouseCanary Inc,housecanary.com,US,Real estate data/valuation analytics platform (private),200-500,250-1k,funded-150m,,,Raised >$185M total; feasible at floor budget given an institutional client base.,B2B data-analytics brand fit for the institutional real estate investor audience.
02 Real Estate & Building Products,60,44,Idealista,idealista.com,Spain,Leading Iberian property portal (EQT-owned),"1,000-2,000",1k-5k,funded-150m,,,Strong EBITDA margins under private-equity ownership; feasible at floor budget.,Spanish GP home-market tie and an expanding HNW/expat property segment.
02 Real Estate & Building Products,61,44,NoBroker Technologies,nobroker.in,India,Direct owner-tenant property platform (private),"1,000-2,000",1k-5k,funded-150m,,,Raised >$250M with a unicorn valuation; feasible at floor budget.,Rising Indian HNW/urban consumer base tracks India's growing F1 fandom.
02 Real Estate & Building Products,62,44,Property Finder,propertyfinder.com,UAE,Leading MENA property portal (private),"1,000-2,000",1k-5k,funded-150m,,,Backed by General Atlantic with well over $150M raised; strong regional revenue leader.,Direct Gulf race-market presence - a UAE-based portal serving the exact Abu Dhabi/Dubai HNW audience.
02 Real Estate & Building Products,63,44,Zumper Inc,zumper.com,US,Rental listings marketplace (private),200-500,250-1k,funded-150m,,,Raised >$150M total; feasible at the low end of floor budget.,Younger renter-demographic consumer brand seeking mainstream sports visibility.
02 Real Estate & Building Products,64,42,Pacaso,pacaso.com,US,Co-ownership platform for luxury second homes,200-500,250-1k,growth-projected,,,Raised >$215M with a unicorn valuation of ~$1.5B; feasible at floor budget.,Direct HNW second-home buyer overlap with F1's luxury lifestyle audience.
02 Real Estate & Building Products,65,42,PropertyGuru Group,propertyguru.com,Singapore,Leading Southeast Asian property portal,"1,000-2,000",1k-5k,growth-projected,,,"Publicly listed (SPAC, 2022), backed by REA/TPG with over $200M raised; feasible at floor budget.",Singapore GP home-market direct tie-in.
02 Real Estate & Building Products,66,42,Roofstock,roofstock.com,US,Single-family rental investment marketplace,200-500,250-1k,growth-projected,,,"Raised >$240M, valued at ~$1.9B in 2022; feasible at floor budget.",HNW/retail real estate investor audience matches the F1 investor-class demographic.
02 Real Estate & Building Products,67,34,Brigade Enterprises,brigadegroup.com,India,South India real estate developer,"1,000-2,000",1k-5k,adjacent,,,Mid-cap developer; feasible at the lower end of the budget floor.,Bengaluru tech-HNW audience aligns with motorsport/lifestyle sponsorship targeting.
02 Real Estate & Building Products,68,34,Century Communities Inc,centurycommunities.com,US,Fast-growing US homebuilder,"1,000-2,000",1k-5k,adjacent,,,Feasible at floor budget given roughly $3-4B revenue.,Rapidly expanding Sun Belt homebuilder targeting brand visibility with the growing US F1 audience.
02 Real Estate & Building Products,69,34,Chestertons,chestertons.com,UK,International residential/commercial real estate agency (private),"1,000-2,000",1k-5k,adjacent,,,Feasible at the lower end of the budget floor.,UK/Gulf dual-market presence (strong Dubai office) matches the Gulf race audience.
02 Real Estate & Building Products,70,34,Douglas Elliman Inc,elliman.com,US,"Luxury residential real estate brokerage (NY, Miami, LA)","1,000-2,000",1k-5k,adjacent,,,~$700-800M revenue; feasible at floor budget.,Miami/NY luxury residential clientele is a near-exact match for the Miami GP HNW audience.
02 Real Estate & Building Products,71,34,LGI Homes Inc,lgihomes.com,US,Entry-level focused US homebuilder,"1,000-2,000",1k-5k,adjacent,,,Feasible at floor budget given >$1B revenue.,Broad US consumer audience for a mainstream brand-awareness campaign.
02 Real Estate & Building Products,72,34,Marcus & Millichap,marcusmillichap.com,US,Commercial real estate investment brokerage,"1,000-2,000",1k-5k,adjacent,,,~$600-700M revenue; can fund a floor-level sponsorship.,Investor-client base overlaps the HNW motorsport audience for relationship marketing.
02 Real Estate & Building Products,73,34,Oberoi Realty,oberoirealty.com,India,Mumbai luxury developer,"500-1,000",250-1k,adjacent,,,~$400-500M revenue; can fund a regional sponsorship tier.,Mumbai luxury-buyer base overlaps India's growing HNW motorsport fanbase.
02 Real Estate & Building Products,74,34,Prestige Estates Projects,prestigeconstructions.com,India,"South India-focused developer (residential, commercial, retail)","1,000-2,000",1k-5k,adjacent,,,$1B+ revenue group; can fund a regional sponsorship tier.,Bengaluru/South India HNW growth aligns with expanding Indian motorsport fandom.
02 Real Estate & Building Products,75,34,The Phoenix Mills Limited,phoenixmills.com,India,Retail-led mixed-use developer (malls),"1,000-2,000",1k-5k,adjacent,,,Feasible at floor budget given strong mall-anchored cashflows.,Mall-anchor consumer-brand exposure to India's affluent shopper/HNW base.
02 Real Estate & Building Products,76,34,Tri Pointe Homes Inc,tripointehomes.com,US,"US homebuilder (West Coast, Texas)","1,000-2,000",1k-5k,adjacent,,,Feasible at floor budget given roughly $3-4B revenue.,Texas/West Coast footprint overlaps the Austin GP market.
02 Real Estate & Building Products,77,34,Walker & Dunlop,walkerdunlop.com,US,Commercial real estate finance & advisory,"1,000-2,000",1k-5k,adjacent,,,~$1B revenue; feasible at floor budget.,Commercial real estate capital-markets client base for B2B relationship marketing.
02 Real Estate & Building Products,78,30,Homeward,homeward.com,US,Cash-offer/mortgage proptech for homebuyers,200-500,250-1k,sentiment,,,"Reached unicorn status (~$430M raised, 2022) but underwent layoffs and a business-model pivot in 2023 (reported by TechCrunch/Inman); approach cautiously near the floor budget only after confirming current runway.","Homebuyer-finance audience overlap, though sponsorship readiness should be vetted given the recent downsizing."
"03 CDMO, CRO & Life-Science Tools",1,50,Alnylam Pharmaceuticals,alnylam.com,United States,RNAi therapeutics,"3,000+",1k-5k,core,,,"Public (NASDAQ: ALNY), revenue >$1.4B, cash reserves >$2B",Cutting-edge RNAi science wants premium global brand visibility
"03 CDMO, CRO & Life-Science Tools",2,50,Anthem Biosciences,anthembio.com,India,CRDMO,"3,500+",1k-5k,core,,,"IPO'd 2025 on NSE/BSE, strong investor demand",Newly public CRDMO building international brand presence
"03 CDMO, CRO & Life-Science Tools",3,50,argenx SE,argenx.com,Belgium,Antibody therapeutics,"3,000+",1k-5k,core,,,"Public (NASDAQ: ARGX), revenue >$2B, strong cash position",European biotech success story seeking global visibility platform
"03 CDMO, CRO & Life-Science Tools",4,50,Azenta Life Sciences,azenta.com,United States,Genomics services/lab consumables,"3,000+",1k-5k,core,,,"Public (NASDAQ: AZTA), revenue >$650M",Sample management/genomics precision logistics narrative
"03 CDMO, CRO & Life-Science Tools",5,50,Bachem Holding,bachem.com,Switzerland,Peptide/oligonucleotide CDMO,"3,000+",1k-5k,core,,,"Public (SIX: BANB), CHF 500M+ revenue","Peptide manufacturing precision narrative, GLP-1 boom cash flow"
"03 CDMO, CRO & Life-Science Tools",6,50,BioMarin Pharmaceutical,biomarin.com,United States,Rare disease biopharma,"3,500+",1k-5k,core,,,"Public (NASDAQ: BMRN), revenue >$2.7B",Rare-disease precision therapeutics brand seeking wider visibility
"03 CDMO, CRO & Life-Science Tools",7,50,Cepheid,cepheid.com,United States,Molecular diagnostics instruments,"3,000+",1k-5k,core,,,Division of Danaher Corporation,Rapid precision diagnostics testing platform brand
"03 CDMO, CRO & Life-Science Tools",8,50,CordenPharma,cordenpharma.com,Germany,Peptide/small molecule CDMO,"4,000+",1k-5k,core,,,"Owned by ICIG, multi-site expansion investment >$1B in recent years",Rapid GLP-1-driven growth seeking global B2B pharma exposure
"03 CDMO, CRO & Life-Science Tools",9,50,DiaSorin S.p.A.,diasorin.com,Italy,In vitro diagnostics/tools,"2,300+",1k-5k,core,,,"Public (BIT: DIA), revenue >€1B",Italian precision diagnostics brand with global ambitions
"03 CDMO, CRO & Life-Science Tools",10,50,Eppendorf SE,eppendorf.com,Germany,Lab instruments/consumables,"5,000+",1k-5k,core,,,"Private, revenue >€1B",Precision liquid-handling instruments mirror F1 micro-tolerance engineering
"03 CDMO, CRO & Life-Science Tools",11,50,Fujifilm Diosynth Biotechnologies,fujifilmdiosynth.com,United Kingdom,Biologics CDMO,"5,000+",1k-5k,core,,,"Backed by Fujifilm Holdings (~$20B revenue), $2B+ capex investments",Imaging/precision heritage brand plus biomanufacturing scale
"03 CDMO, CRO & Life-Science Tools",12,50,Genmab A/S,genmab.com,Denmark,Antibody therapeutics,"2,500+",1k-5k,core,,,"Public (NASDAQ: GMAB / Nasdaq Copenhagen), revenue >$3B",High-growth Danish biotech building international brand presence
"03 CDMO, CRO & Life-Science Tools",13,50,Halozyme Therapeutics,halozyme.com,United States,Drug delivery technology platform,400+,250-1k,core,,,"Public (NASDAQ: HALO), revenue >$700M, high margins from royalties",Enabling technology platform with strong cash for brand investment
"03 CDMO, CRO & Life-Science Tools",14,50,Incyte Corporation,incyte.com,United States,Biopharmaceuticals,"2,700+",1k-5k,core,,,"Public (NASDAQ: INCY), revenue >$3.9B",Profitable oncology biotech with global commercial ambitions
"03 CDMO, CRO & Life-Science Tools",15,50,Ionis Pharmaceuticals,ionispharma.com,United States,RNA-targeted therapeutics,"1,500+",1k-5k,core,,,"Public (NASDAQ: IONS), revenue >$700M, strong pipeline royalties",RNA precision-engineering science narrative
"03 CDMO, CRO & Life-Science Tools",16,50,Jazz Pharmaceuticals,jazzpharma.com,Ireland,Biopharmaceuticals,"2,600+",1k-5k,core,,,"Public (NASDAQ: JAZZ), revenue >$4B",Global specialty biopharma with strong marketing spend
"03 CDMO, CRO & Life-Science Tools",17,50,Molecular Devices,moleculardevices.com,United States,Lab instrumentation (Danaher division),"1,000+",250-1k,core,,,"Division of Danaher Corporation (NYSE: DHR, revenue >$23B)",High-content screening precision instrumentation brand
"03 CDMO, CRO & Life-Science Tools",18,50,Neuland Laboratories,neulandlabs.com,India,API/CDMO,"2,000+",1k-5k,core,,,"Public (NSE/BSE), revenue >$200M, strong stock performance",Growing API player investing in international brand presence
"03 CDMO, CRO & Life-Science Tools",19,50,Neurocrine Biosciences,neurocrine.com,United States,Biopharmaceuticals,"2,500+",1k-5k,core,,,"Public (NASDAQ: NBIX), revenue >$1.7B",Growing CNS biotech investing in brand visibility
"03 CDMO, CRO & Life-Science Tools",20,50,PCI Pharma Services,pci.com,United States,CDMO/clinical & commercial packaging,"3,000+",1k-5k,core,,,"PE-backed (Kohlberg & Co./Partners Group), multi-billion valuation",Global clinical/commercial supply chain precision narrative
"03 CDMO, CRO & Life-Science Tools",21,50,Precision for Medicine,precisionformedicine.com,United States,Precision oncology CRO,"3,000+",1k-5k,core,,,"PE-backed, strong growth in precision oncology trials",Name and mission align directly with F1 precision-engineering theme
"03 CDMO, CRO & Life-Science Tools",22,50,Repligen Corporation,repligen.com,United States,Bioprocessing technology,"2,500+",1k-5k,core,,,"Public (NASDAQ: RGEN), revenue >$650M",Bioprocess innovation aligns with engineering-performance sponsorship theme
"03 CDMO, CRO & Life-Science Tools",23,50,Sai Life Sciences,sailife.com,India,CRDMO,"3,000+",1k-5k,core,,,"IPO'd 2024 on NSE/BSE, market cap >$1.5B",Newly public CRDMO investing in global brand recognition
"03 CDMO, CRO & Life-Science Tools",24,50,Schott Pharma,schott-pharma.com,Germany,Pharma primary packaging,"5,000+",1k-5k,core,,,"Public (FRA: 1SXP), revenue >€1B",High-precision glass/polymer manufacturing narrative
"03 CDMO, CRO & Life-Science Tools",25,50,Syngene International,syngeneintl.com,India,CRO/CDMO (Biocon subsidiary),"5,000+",1k-5k,core,,,"Public (NSE/BSE), revenue >$400M",Biocon-backed CRDMO seeking global pharma client visibility
"03 CDMO, CRO & Life-Science Tools",26,50,United Therapeutics,unitedtherapeutics.com,United States,Biopharmaceuticals,"1,400+",1k-5k,core,,,"Public (NASDAQ: UTHR), revenue >$1.1B, high cash reserves",Innovative biotech (organ manufacturing) with bold brand ambitions
