list,company,domain,hq_country,subsector,employees_est,size_band,affordability,why_f1,already_in_master_book,source_batch
Insurance - Carriers & Reinsurers,DB Insurance,dbinsurance.com,South Korea,P&C carrier,6000+,5k-6k,revenue ~$14B/yr,Korea's #2 non-life insurer with growing overseas specialty (US E&S) business; no motorsport sponsorship,,L01b
Insurance - Carriers & Reinsurers,Hanwha Life Insurance,hanwhalife.com,South Korea,Life carrier,6000+,5k-6k,revenue ~$10B/yr; part of Hanwha Group (6000+ employees at holding level),Hanwha Group is a major global industrial/defense conglomerate; life insurance arm has capital to expand brand internationally,,L01b
Insurance - Carriers & Reinsurers,Kyobo Life Insurance,kyobo.co.kr,South Korea,Life carrier,5000+,1k-5k,revenue ~$9B/yr; top-3 Korean life insurer,"Large private Korean life insurer, part of diversified Kyobo financial group",,L01b
Insurance - Carriers & Reinsurers,Meritz Fire & Marine Insurance,meritzfire.com,South Korea,P&C carrier,3000+,1k-5k,"revenue ~$8B/yr; highly profitable, part of Meritz Financial Group","Fast-growing, highly profitable Korean non-life insurer with aggressive brand investment",,L01b
Insurance - Carriers & Reinsurers,KB Insurance,kbinsure.co.kr,South Korea,P&C carrier,5000+,1k-5k,revenue ~$9B/yr; part of KB Financial Group (35000+ group employees),"Non-life insurance arm of KB Financial Group, one of Korea's largest financial conglomerates",,L01b
Insurance - Carriers & Reinsurers,Hyundai Marine & Fire Insurance,hi.co.kr,South Korea,P&C carrier,4000+,1k-5k,revenue ~$9B/yr; Hyundai Group affiliate,Hyundai-affiliated insurer; Hyundai Motor Group has motorsport (WRC) presence but this insurance entity is unsponsored in F1,,L01b
Insurance - Carriers & Reinsurers,Cathay Financial Holdings,cathayholdings.com,Taiwan,Life/Financial holding,30000+,20k+,revenue ~$25B/yr; Taiwan's largest financial holding co,Cathay Life is Taiwan's #1 life insurer with major regional AUM; no motorsport sponsorship,,L01b
Insurance - Carriers & Reinsurers,Fubon Financial Holding,fubon.com,Taiwan,Life/P&C/Financial holding,30000+,20k+,revenue ~$20B/yr,"Taiwan's #2 financial holding group spanning life, P&C, banking; growing Greater China/SE Asia footprint",,L01b
Insurance - Carriers & Reinsurers,Nan Shan Life Insurance,nanshanlife.com.tw,Taiwan,Life carrier,6000+,5k-6k,revenue ~$10B/yr,"Major Taiwanese life insurer (Ruen Chen Investment-owned), sizable AUM and premium base",,L01b
Insurance - Carriers & Reinsurers,Shin Kong Life Insurance,skl.com.tw,Taiwan,Life carrier,6000+,5k-6k,revenue ~$8B/yr,"Established Taiwanese life insurer, part of Shin Kong Financial Holding",,L01b
Insurance - Carriers & Reinsurers,China Taiping Insurance Group,ctih.cntaiping.com,China (Hong Kong-listed),Life/P&C carrier,6000+,5k-6k,revenue ~$18B/yr; state-backed (CIRC/Ministry of Finance),"State-owned Chinese insurer with international arm (Hong Kong, London, Singapore); global brand-building mandate",,L01b
Insurance - Carriers & Reinsurers,PICC (People's Insurance Company of China),picc.com,China,P&C/Life carrier,6000+,5k-6k,revenue ~$85B/yr; largest P&C insurer in China,"China's flagship state P&C insurer; scale plausibility-checked via public HKEX filings, no F1 sponsorship",,L01b
Insurance - Carriers & Reinsurers,China Pacific Insurance (CPIC),cpic.com.cn,China,Life/P&C carrier,6000+,5k-6k,revenue ~$50B/yr,"Top-3 Chinese composite insurer, dual-listed (Shanghai/HK), global expansion ambitions",,L01b
Insurance - Carriers & Reinsurers,China Life Insurance,chinalife.com.cn,China,Life carrier,6000+,5k-6k,revenue ~$100B+/yr; world's largest life insurer by premium,State-owned life insurance giant with vast capital base and global brand strategy,,L01b
Insurance - Carriers & Reinsurers,Ping An Insurance,pingan.com,China,Life/P&C/Financial conglomerate,300000+,20k+,revenue ~$150B/yr; among world's largest insurers,"Global-scale Chinese insurance/fintech conglomerate; appears in prior enterprise sponsorship lists, included per brief (overlap handled at compile)",yes,L01b
Insurance - Carriers & Reinsurers,AIA Group,aia.com,Hong Kong,"Life carrier, pan-Asia",25000+,20k+,revenue ~$18B/yr; pan-Asian life insurance leader,"Pan-Asian life insurer with history of major sports sponsorships (Tottenham Hotspur shirt, HSBC-adjacent); listed in prior enterprise lists, included per brief",yes,L01b
Insurance - Carriers & Reinsurers,FWD Group,fwd.com,Hong Kong,"Life/health carrier, pan-Asia",6000+,5k-6k,raised well over $150M in funding rounds pre/post-IPO; backed by Pacific Century Group,"Fast-growing pan-Asian insurer (HK, Thailand, Japan, Vietnam, Indonesia, Singapore) with aggressive challenger-brand marketing",,L01b
Insurance - Carriers & Reinsurers,Prudential plc,prudentialplc.com,United Kingdom / Asia-focus,"Life carrier, pan-Asia & Africa",15000+,6k-20k,revenue ~$20B/yr,"UK-listed, Asia/Africa-focused life insurer (distinct from US Prudential Financial); appears in prior enterprise lists, included per brief",yes,L01b
Insurance - Carriers & Reinsurers,Great Eastern Holdings,greateasternlife.com,Singapore,Life carrier,6000+,5k-6k,revenue ~$8B/yr; OCBC Group subsidiary,"Singapore/Malaysia's oldest and largest life insurer, backed by OCBC banking group capital",,L01b
Insurance - Carriers & Reinsurers,Income Insurance (NTUC Income),income.com.sg,Singapore,Life/P&C carrier,2000+,1k-5k,"revenue ~$3B/yr; Singapore composite insurer, Allianz-linked minority stake noted for compile-stage dedup",Leading Singapore composite insurer; flag Allianz minority stake for overlap check at compile,,L01b
Insurance - Carriers & Reinsurers,Singlife,singlife.com,Singapore,Life/digital insurer,1000+,250-1k,raised $150M+ in funding pre-merger with Aviva Singapore; Sumitomo Life-backed,Sumitomo Life-backed Singapore digital-first life insurer with regional ambitions,,L01b
Insurance - Carriers & Reinsurers,Etiqa Insurance & Takaful,etiqa.com.my,Malaysia,Life/Takaful carrier,3000+,1k-5k,part of Maybank Group (46000+ employees); revenue well above $250M,"Maybank's insurance/takaful arm, dominant in Malaysia and expanding across ASEAN/Middle East",,L01b
Insurance - Carriers & Reinsurers,Syarikat Takaful Malaysia (Takaful Malaysia),takaful-malaysia.com.my,Malaysia,Takaful carrier,1500+,1k-5k,revenue ~$500M+/yr; market leader in Malaysian takaful,"Malaysia's largest standalone takaful operator, listed on Bursa Malaysia",,L01b
Insurance - Carriers & Reinsurers,Asuransi Astra (Garda Oto),asuransiastra.com,Indonesia,P&C carrier,3000+,1k-5k,"part of Astra International (150000+ group employees, multi-billion revenue)",Astra Group's insurance arm; Astra International sponsors motorsport regionally and has deep automotive ties,,L01b
Insurance - Carriers & Reinsurers,BRI Life (BRIngin Life),bringinlife.co.id,Indonesia,Life carrier,2000+,1k-5k,"backed by Bank Rakyat Indonesia (state bank, 80000+ employees)",State bank BRI's life insurance subsidiary with large captive distribution base,,L01b
Insurance - Carriers & Reinsurers,Thai Life Insurance,thailife.com,Thailand,Life carrier,6000+,5k-6k,"revenue ~$3B/yr; Meiji Yasuda-backed, listed on SET","Thailand's largest domestic life insurer, publicly listed with Meiji Yasuda as strategic partner",,L01b
Insurance - Carriers & Reinsurers,Bangkok Life Assurance,bangkoklife.com,Thailand,Life carrier,2000+,1k-5k,"revenue ~$1.5B/yr; listed on SET, Bangkok Bank-affiliated",Bangkok Bank-affiliated life insurer with strong bancassurance distribution,,L01b
Insurance - Carriers & Reinsurers,Muang Thai Life Assurance,muangthai.co.th,Thailand,Life carrier,3000+,1k-5k,revenue ~$3B/yr; Ageas/Fairfax-backed JV,"Top-3 Thai life insurer, joint venture with Ageas and Fairfax Financial giving international capital backing",,L01b
Insurance - Carriers & Reinsurers,Bao Viet Holdings,baoviet.com.vn,Vietnam,Life/P&C carrier,7000+,6k-20k,revenue ~$1.5B/yr; Sumitomo Life strategic stake,"Vietnam's largest state-linked insurance group, Sumitomo Life is a strategic shareholder giving added capital depth",,L01b
Insurance - Carriers & Reinsurers,Life Insurance Corporation of India (LIC),licindia.in,India,Life carrier,100000+,20k+,revenue ~$90B/yr; world's largest life insurer by policies,"State-owned giant, one of the world's largest insurers by AUM and policyholder base",yes,L01b
Insurance - Carriers & Reinsurers,ICICI Lombard General Insurance,icicilombard.com,India,P&C carrier,14000+,6k-20k,revenue ~$2.5B/yr; India's largest private non-life insurer,"India's largest private general insurer, backed by ICICI Bank capital and distribution",,L01b
Insurance - Carriers & Reinsurers,ICICI Prudential Life Insurance,iciciprulife.com,India,Life carrier,15000+,6k-20k,revenue ~$8B/yr; JV of ICICI Bank and Prudential plc,Top private Indian life insurer with strong bancassurance and digital distribution,,L01b
Insurance - Carriers & Reinsurers,HDFC Life Insurance,hdfclife.com,India,Life carrier,18000+,6k-20k,revenue ~$8B/yr; part of HDFC Group,"Leading private Indian life insurer, part of the large HDFC financial services group",,L01b
Insurance - Carriers & Reinsurers,HDFC ERGO General Insurance,hdfcergo.com,India,P&C carrier,6000+,5k-6k,revenue ~$2B/yr; JV with ERGO/Munich Re,"Major Indian general insurer, JV between HDFC and Munich Re's ERGO giving global specialty backing",,L01b
Insurance - Carriers & Reinsurers,SBI Life Insurance,sbilife.co.in,India,Life carrier,20000+,6k-20k,revenue ~$10B/yr; State Bank of India-backed,"India's largest bancassurance-led private life insurer, backed by State Bank of India",,L01b
Insurance - Carriers & Reinsurers,Star Health and Allied Insurance,starhealth.in,India,Health carrier,15000+,6k-20k,revenue ~$1.5B/yr; India's largest standalone health insurer,"Dominant standalone health insurer in India, listed on NSE/BSE, strong growth capital",,L01b
Insurance - Carriers & Reinsurers,Tata AIG General Insurance,tataaig.com,India,P&C carrier,6000+,5k-6k,revenue ~$1.5B/yr; JV between Tata Group and AIG,Tata Group insurance JV; Tata Group has deep motorsport/automotive heritage but this entity unsponsored in F1,,L01b
Insurance - Carriers & Reinsurers,New India Assurance,newindia.co.in,India,P&C carrier,14000+,6k-20k,revenue ~$4B/yr; India's largest state-owned general insurer,"State-owned general insurance giant with international branch network across Asia, Africa, Middle East",,L01b
Insurance - Carriers & Reinsurers,General Insurance Corporation of India (GIC Re),gicofindia.com,India,Reinsurance,600+,250-1k,"revenue ~$3B/yr; India's national reinsurer, state-owned",India's largest reinsurer with global cedant relationships and state capital backing,,L01b
Insurance - Carriers & Reinsurers,Bupa Arabia,bupa.com.sa,Saudi Arabia,Health carrier,3000+,1k-5k,revenue ~$3B/yr; Saudi Arabia's largest health insurer,"Dominant Saudi health insurer, part of the global Bupa network with strong brand marketing budget",,L01b
Insurance - Carriers & Reinsurers,Tawuniya (Company for Cooperative Insurance),tawuniya.com.sa,Saudi Arabia,P&C/Health carrier,2500+,1k-5k,revenue (gross written premium) ~$3.7B/yr; Saudi Arabia's largest composite insurer,"Saudi Arabia's oldest and largest insurer, government-linked, sizable marketing budget as Vision 2030 sponsor of local events",yes,L01b
Insurance - Carriers & Reinsurers,Medgulf (Mediterranean and Gulf Insurance),medgulf.com.sa,Saudi Arabia,Life/P&C carrier,1500+,1k-5k,revenue ~$800M/yr; major Gulf-wide composite insurer,"Established pan-Gulf insurer (Saudi, Bahrain, Lebanon) with regional brand ambitions",,L01b
Insurance - Carriers & Reinsurers,ADNIC (Abu Dhabi National Insurance Company),adnic.ae,United Arab Emirates,P&C/Life carrier,600+,250-1k,revenue (GWP) ~$1B/yr; largest listed insurer in Abu Dhabi,Abu Dhabi's flagship listed insurer with government-linked shareholders and deep capital base amid UAE's F1 host status (Abu Dhabi GP),,L01b
Insurance - Carriers & Reinsurers,Sukoon Insurance,sukoon.com,United Arab Emirates,Life/P&C carrier,1000+,250-1k,"revenue (GWP) ~$800M/yr; formerly Oman Insurance Company, UAE's largest composite insurer","UAE's largest insurer by premium, rebranded 2023 with major marketing investment; based in Abu Dhabi GP host market",,L01b
Insurance - Carriers & Reinsurers,GIG Gulf (Gulf Insurance Group),gulfinsgroup.com,Kuwait / UAE,P&C/Life carrier,2500+,1k-5k,revenue (GWP) ~$1.6B/yr; KIPCO Group subsidiary spanning 12+ countries,"Pan-MENA insurer (Kuwait, UAE, Bahrain, Jordan, Egypt, Iraq) with KIPCO conglomerate capital backing",,L01b
Insurance - Carriers & Reinsurers,Qatar Insurance Company (QIC Group),qic-group.com,Qatar,P&C/Reinsurance,1500+,1k-5k,revenue (GWP) ~$2.5B/yr; largest listed insurer in Qatar/MENA,"Largest composite insurer and reinsurer in the Gulf region; Qatar Airways is already an F1 partner, adjacent brand awareness in the sport",,L01b
Insurance - Carriers & Reinsurers,Malath Insurance,malath.com.sa,Saudi Arabia,P&C carrier,600+,250-1k,revenue (GWP) ~$400M/yr; listed on Tadawul,Growing Saudi cooperative insurer benefiting from Vision 2030 mandatory-insurance expansion,,L01b
Insurance - Carriers & Reinsurers,Walaa Cooperative Insurance,walaa.com,Saudi Arabia,P&C carrier,600+,250-1k,revenue (GWP) ~$650M/yr; listed on Tadawul,Established Saudi cooperative insurer with rising premium volume amid Saudi Arabia's global sports investment push,,L01b
Insurance - Carriers & Reinsurers,Old Mutual,oldmutual.com,South Africa,Life/Financial services,25000+,20k+,revenue ~$5B/yr; pan-African financial services leader,"Africa's largest life insurer/financial services group, active sports sponsor (rugby, golf) across the continent",,L01b
Insurance - Carriers & Reinsurers,Sanlam,sanlam.com,South Africa,Life/Financial services,25000+,20k+,revenue ~$8B/yr; largest non-banking financial services group in Africa,"Pan-African insurance giant operating in 30+ countries with major sports sponsorship history (golf, rugby)",,L01b
Insurance - Carriers & Reinsurers,Discovery Limited,discovery.co.za,South Africa,Health/Life carrier,12000+,6k-20k,revenue ~$3B/yr; innovative health/life insurer with global licensing (Vitality),"Global health-engagement insurer (Vitality model licensed to John Hancock, AIA, Generali); strong performance-brand affinity for motorsport-style engagement",,L01b
