tab_priority,sector_tab,rank,priority_score,tier,company,domain,hq_country,subsector,sells (what & to whom),employees_est,valuation (date),crossed $1B,latest round,revenue evidence,f1_risk,why_f1 / angle,verify flags
6,Fintech & Digital Assets,12,27,small-cap public,Circle Internet Group,circle.com,US,Digital Assets & Stablecoins,"USDC stablecoin issuance, Circle Payments Network, treasury/settlement infrastructure","~1,100 (est)","Public (NYSE: CRCL) - market cap well above $3B post June-2025 IPO (est $20-40B, fluctuates)",,IPO June 2025,Public filings show real revenue (reserve interest income on USDC reserves + transaction fees),low,No F1 ties found; stablecoin issuer not an exchange,"['market cap materially exceeds the $1-3B fill band but included as a major, clearly-missed digital-asset issuer', 'verify current market cap at time of outreach']; f1-risk note"
6,Fintech & Digital Assets,13,24,small-cap public,Bank Jago,bankjago.com,Indonesia,Fintech Crossers,"Digital bank (retail + SME), tech-integrated with GoTo ecosystem","~1,000 (est)","Public (IDX: ARTO); market cap est ~$1-1.5B, down sharply from ~$5B 2021 peak",,Public listing (pre-existing bank); GoTo strategic stake since 2021,Public financials show real (small but growing) banking revenue,low,No F1 ties known,"['est market cap - Indonesian Rupiah-denominated, verify current USD equivalent', 'classic quiet-since-2021-peak miss']; f1-risk note"
6,Fintech & Digital Assets,14,24,small-cap public,Root Insurance,joinroot.com,US,Insurtech,Usage-based (telematics) auto insurance,~800 (est),"Public (NASDAQ: ROOT); market cap est $1.5-3B (2025, after strong recovery rally from 2023 lows)",,IPO 2020,Public filings show real premium revenue and 2024-25 return to profitability,low,No F1 ties known,"['est market cap, verify current level given high volatility since IPO']; f1-risk note"
6,Fintech & Digital Assets,15,23,established unicorn,DMI Finance,dmifinance.in,India,Fintech Crossers,Digital NBFC offering consumer and SME lending,"~1,000 (est)","~$3B+ (est, implied by 2024 MUFG Bank investment of ~$334M)",,"Strategic investment, 2024 (MUFG Bank)",Real lending/interest revenue; rapid loan-book growth reported,low,"MUFG is a large Japanese bank investor, not on the given F1-tied exclusion list; no known F1 ties","['India NBFC miss-category catch', ""verify MUFG's stake is non-controlling""]; f1-risk note"
6,Fintech & Digital Assets,16,21,established unicorn,Carta,carta.com,US,Fintech Crossers,"Cap-table, equity management, and private-fund administration software","~1,800 (est)","~$2B (2024 tender, down from $7.4B 2021 peak)",,"Tender offer, 2024 (down round)",Real SaaS subscription revenue; scale undisclosed,low,No F1 ties known,['stale valuation / markdown; also had 2024 public controversy over client-data use - reputational check recommended']; f1-risk note
6,Fintech & Digital Assets,17,21,established unicorn,Mollie,mollie.com,Netherlands,Fintech Crossers,"Payments platform for SMBs (checkout, subscriptions, terminal)",~800 (est),"~$3.7B (2024, down from $6.5B 2021 peak per reports)",,"Down round, 2024 (reported)",Real payment-processing revenue; growing merchant base,low,No F1 ties known,['stale valuation/down round vs 2021 peak - use 2024 figure']; f1-risk note
6,Fintech & Digital Assets,18,21,established unicorn,Monad Labs,monad.xyz,US,Digital Assets & Stablecoins,High-performance Layer-1 blockchain infrastructure,~80 (est),"$3B (2025 round, Paradigm-backed)",,"Token/equity round, 2025",Revenue unproven - pre-mainnet-maturity infra project,low,No F1 ties known,"['sub-100 headcount but valuation well above $2B threshold so included per rule', 'est figures']; f1-risk note; revenue unproven"
6,Fintech & Digital Assets,19,21,established unicorn,Securitize,securitize.io,US,Digital Assets & Stablecoins,Tokenization platform for real-world assets (RWA) and private funds (BlackRock BUIDL infra partner),~250 (est),$1.25B (2025 round),,"Series E, 2025 (BlackRock, Blackstone, others)",Real fee-based revenue from tokenized fund administration; growing but scale not disclosed,low,"No F1 ties known; tokenization infra, not an exchange",['strong direct fit for tokenization miss-category']; f1-risk note
6,Fintech & Digital Assets,20,20,established unicorn,Clear Street,clearstreet.io,US,Fintech Crossers,"Cloud-native prime brokerage, clearing, and custody infrastructure for institutions",~600 (est),"~$2B+ (2022 round, additional funding since reported)",,"Series B, 2022 + later raises",Real clearing/brokerage fee revenue; scale undisclosed,low,"No F1 ties known; market infrastructure vendor, not an exchange","['est valuation, verify latest round']; f1-risk note"
6,Fintech & Digital Assets,21,20,established unicorn,LayerZero Labs,layerzero.network,US,Digital Assets & Stablecoins,Cross-chain interoperability protocol/messaging infrastructure for blockchains,~120 (est),"$3B (2024 round, ZRO token launched mid-2024)",,"Series B, 2024 (a16z, Sequoia)","Revenue unproven; protocol fee model, not company-level financials disclosed",low,"No F1 ties known; infrastructure protocol, not an exchange",['est valuation; token launch may have shifted effective value']; f1-risk note; revenue unproven
6,Fintech & Digital Assets,22,20,established unicorn,M2P Fintech,m2pfintech.com,India,Fintech Crossers,Banking-as-a-service / card-issuance API infrastructure,"~2,500 (est)",$1.15-1.4B (2024 round),,"Series D, 2024",Real API/platform fee revenue; scale undisclosed,low,No F1 ties known,['India fintech-infra miss-category catch']; f1-risk note
6,Fintech & Digital Assets,23,20,established unicorn,Mysten Labs,mystenlabs.com,US,Digital Assets & Stablecoins,Sui Layer-1 blockchain infrastructure,~150 (est),$2B (2024 round),,"Series B extension, 2024",Revenue unproven; ecosystem/token-driven model,low,"No F1 ties known; infra protocol, not exchange",['est valuation']; f1-risk note; revenue unproven
6,Fintech & Digital Assets,24,20,established unicorn,TymeBank (TymeGlobal),tyme.com,South Africa,Fintech Crossers,"Digital banking group (TymeBank South Africa, GoTyme Philippines, Vietnam expansion)","~2,000 (est)",$1.5B (2024 round),,"Series D, 2024 (Nubank participated as minority investor)",Real deposit/lending banking revenue; fastest-growing digital bank in South Africa per company claims,low,Nubank is a minority co-investor only (no control) - not itself F1-tied through this stake; no direct F1 ties for TymeBank,"['African fintech miss-category catch', ""verify Nubank's stake is non-controlling before outreach given Nubank is on the F1-tied exclusion list""]; f1-risk note"
6,Fintech & Digital Assets,25,18,established unicorn,FalconX,falconx.io,US,Digital Assets & Stablecoins,"Institutional crypto prime brokerage, trading, and lending infrastructure",~500 (est),$8B (2022 round),,"Series D, 2022",Real trading-volume-based revenue reported; scale not disclosed,low,"No F1 ties known; prime broker, not an exchange","['stale valuation - 2022 vintage, verify current level given crypto-market swings since']; f1-risk note"
6,Fintech & Digital Assets,26,18,established unicorn,GoodLeap,goodleap.com,US,Fintech Crossers,Point-of-sale financing platform for solar and home-improvement purchases,"~1,500 (est)","$12B (2021 peak, later reports of markdown to ~$3-7B range)",,"Series H, 2021 (valuation since reported cut)",Real loan-origination and servicing fee revenue; scale undisclosed,low,No F1 ties known,"['stale valuation - 2021 vintage; reported down-round/markdown since, use with caution']; f1-risk note"
6,Fintech & Digital Assets,27,18,established unicorn,Mambu,mambu.com,Germany,Fintech Crossers,Cloud-native core banking / lending SaaS platform,"~800 (est, after 2023 layoffs of ~30%)","~$1-2B (est, down from $5.5B 2021 peak)",,"Series E, 2021 (valuation since reported cut materially)",Real SaaS licensing revenue to banks/fintechs globally; scale undisclosed,low,No F1 ties known,"['stale valuation - 2021 vintage; 2023 layoffs (~30%) reported, treat valuation as materially reduced']; f1-risk note"
6,Fintech & Digital Assets,28,17,established unicorn,Kiln,kiln.fi,France,Digital Assets & Stablecoins,Staking-as-a-service infrastructure for institutions and wallets,~120 (est),"$1.8B (est, based on last reported round)",,"Series B, 2024","Real staking-fee revenue, scale undisclosed",low,"No F1 ties known; staking infra, not exchange",['est valuation']; f1-risk note
6,Fintech & Digital Assets,29,17,small-cap public,Lakala Payment,lakala.com,China,Fintech Crossers,Third-party payments and merchant acquiring services,"~5,000 (est)",Public (Shenzhen A-share: 300773); market cap est $1-2B USD (fluctuates),,"Public listing, Shenzhen Stock Exchange","Public filings show real, substantial payments-processing revenue",low,No F1 ties known; not state-owned (privately founded payments company),"['est market cap - A-share, currency/market volatility; verify current USD equivalent and any state-linked shareholding before outreach']; f1-risk note"
6,Fintech & Digital Assets,30,17,established unicorn,Stori,storicard.com,Mexico,Fintech Crossers,Digital bank/credit card for underbanked consumers in Mexico,"~1,000 (est)",$1.2B (2023 round),,"Series C, 2023 (GGV, General Atlantic)",Real interest/interchange revenue; rapid loan-book growth reported,low,No F1 ties known,['LatAm fintech miss-category catch']; f1-risk note
6,Fintech & Digital Assets,31,17,established unicorn,Talos,talos.com,US,Digital Assets & Stablecoins,"Institutional crypto trading technology (OMS/EMS), not an exchange",~200 (est),~$1.25B (2024 growth round),,"Growth round 2024 (Fidelity, Citi, Wellington backing reported)",Revenue unproven publicly; enterprise SaaS-style licensing to institutions,low,"No F1 ties known; trading tech vendor, not an exchange",['est valuation']; f1-risk note; revenue unproven
6,Fintech & Digital Assets,32,15,established unicorn,Dapper Labs,dapperlabs.com,Canada,Digital Assets & Stablecoins,"Flow blockchain + NFT platforms (NBA Top Shot, NFL All Day)","~150 (est, post multiple rounds of layoffs)",$7.6B (2021 round),,"Series D, 2021",Revenue unproven at scale currently; NBA Top Shot volumes collapsed >90% from 2021 peak,low,No F1 ties known; not an exchange,"['stale valuation - 2021 vintage; company downsized ~50%+ headcount since; current true value likely well below $7.6B', 'classic 2018-2023-vintage quiet unicorn never refreshed']; f1-risk note; revenue unproven"
6,Fintech & Digital Assets,33,15,established unicorn,StarkWare Industries,starkware.co,Israel,Digital Assets & Stablecoins,Zero-knowledge proof / ZK-rollup infrastructure for Ethereum scaling (StarkNet),~250 (est),$8B (May 2022 round),,"Series D, May 2022",Revenue unproven publicly; token (STRK) economics post-2024 launch imply lower market value than 2022 round,low,No F1 sponsorship ties known,"['stale valuation - 2022 vintage, never refreshed', 'STRK token FDV since 2024 launch suggests real current value likely below $8B']; f1-risk note; revenue unproven"
6,Fintech & Digital Assets,34,14,established unicorn,Advance Intelligence Group,advance.ai,Singapore,Fintech Crossers,AI-driven credit scoring and BNPL (parent of Atome) across Southeast Asia,"~2,000 (est)",~$2B (2021/2022 round),,"Series E, 2021-22",Real BNPL/lending transaction revenue; scale undisclosed,low,No F1 ties known,"['stale valuation - 2021-22 vintage, never refreshed']; f1-risk note"
6,Fintech & Digital Assets,35,14,established unicorn,BharatPe,bharatpe.com,India,Fintech Crossers,Merchant payments (QR/UPI) and lending platform for Indian small businesses,"~3,000 (est)",$2.85B (2021 round),,"Series E, 2021",Real transaction and lending revenue; growing loan book reported,low,No F1 ties known,"['stale valuation - 2021 vintage, never refreshed', '2022 co-founder governance scandal (resolved) - reputational note only']; f1-risk note"
6,Fintech & Digital Assets,36,14,established unicorn,Sygnum Bank,sygnum.com,Switzerland,Digital Assets & Stablecoins,"Regulated digital-asset bank: custody, tokenization, banking services",~300 (est),"~$900M-1B (est, 2023 round)",,"Series C, 2023",Revenue unproven publicly; licensed banking fee model,low,No F1 ties known,['valuation near/just under $1B threshold - verify before outreach']; f1-risk note; revenue unproven
6,Fintech & Digital Assets,37,14,established unicorn,Thought Machine,thoughtmachine.net,UK,Fintech Crossers,Cloud-native core banking platform (Vault),"~500 (est, after cuts)",$2.7B (2022 round),,"Series D, 2022",Real enterprise SaaS licensing revenue to banks; scale undisclosed,low,No F1 ties known,['stale valuation - 2022 vintage; reported 2023-24 headcount cuts and slower growth - verify health before outreach']; f1-risk note
6,Fintech & Digital Assets,38,11,established unicorn,Bestow,bestow.com,US,Insurtech,Life insurance technology (pivoted from D2C to B2B enterprise SaaS for insurers),"~150 (est, after 2023 pivot/cuts)",$1.3B (2021 round),,"Series D, 2021",Revenue unproven publicly post-pivot; enterprise SaaS licensing model since 2023,low,No F1 ties known,['stale valuation - 2021 vintage; 2023 business-model pivot away from consumer - verify current value']; f1-risk note; revenue unproven
6,Fintech & Digital Assets,39,11,established unicorn,Blockstream,blockstream.com,Canada,Digital Assets & Stablecoins,"Bitcoin infrastructure: Liquid Network sidechain, satellite/mining services",~200 (est),$3.2B (2021 round),,"Series B, 2021",Some real revenue from mining/hosting and Liquid Network services; scale unclear,low,No F1 ties known,"['stale valuation - 2021 vintage, never refreshed, no recent priced round reported']; f1-risk note"
6,Fintech & Digital Assets,40,11,established unicorn,Geidea,geidea.net,Saudi Arabia,Fintech Crossers,Payments and POS/merchant fintech infrastructure,"~1,000 (est)","~$1B+ (est, 2021 Series C of $200M)",,"Series C, 2021",Real merchant-payments revenue; scale undisclosed,low,No F1 ties known,"['stale valuation - 2021 vintage, never refreshed', 'Gulf fintech miss-category catch']; f1-risk note"
6,Fintech & Digital Assets,41,11,established unicorn,Matrixport,matrixport.com,Singapore,Digital Assets & Stablecoins,"Crypto financial services: custody, lending, structured products (not a public exchange)",~500 (est),~$1B (2021 vintage; Series C),,"Series C, 2021",Revenue unproven publicly,medium,No direct F1 tie but co-founded by Bitmain's Jihan Wu; some China-linked ownership,"['stale valuation - 2021 vintage', 'offers some trading/brokerage services - verify not classified as exchange before outreach']; f1-risk note; revenue unproven"
6,Fintech & Digital Assets,42,11,established unicorn,Unit,unit.co,US,Fintech Crossers,Banking-as-a-service (BaaS) infrastructure for embedded finance,"~200 (est, after 2023 layoffs)",$1.2B (2022 round),,"Series C, 2022",Real platform/interchange revenue; scale undisclosed,low,No F1 ties known,"['stale valuation - 2022 vintage', 'BaaS sector faced regulatory scrutiny in 2023-24 (unrelated Synapse collapse) - verify current standing']; f1-risk note"
6,Fintech & Digital Assets,43,11,established unicorn,Vise,vise.com,US,Fintech Crossers,AI-driven portfolio management technology for financial advisors (RIAs),"~150 (est, after 2023 pivot/cuts)",~$1B (2021 round),,"Series D, 2021",Revenue unproven publicly; pivoted from D2C to enterprise RIA model in 2023,low,No F1 ties known,['stale valuation - 2021 vintage; business-model pivot since - verify current value']; f1-risk note; revenue unproven
6,Fintech & Digital Assets,44,8,established unicorn,Finix,finixpayments.com,US,Fintech Crossers,Payment processing infrastructure/payfac-as-a-service for software platforms,~150 (est),~$1.2B (2021 round),,"Series C, 2021",Revenue unproven publicly; reports of 2023 fundraising/strategic struggles,low,No F1 ties known,"['stale valuation - 2021 vintage', 'reported 2023 struggles/possible down round - verify current valuation and health before outreach']; f1-risk note; revenue unproven"
7,"Defense, Space & Robotics",1,43,crossed 2025-26,TARS,tars-robotics.com (est),China,Robotics & Drones,Humanoid robotics platform,100 (est),$1.9B,April 2026,$513M seed round,Revenue unproven - seed-stage despite unusually large round size,"medium - China-based, geopolitical/export-control brand-safety review needed",Commercial humanoid-robotics company (not identified as military-linked or sanctioned); still recommend standard China-market brand-safety and export-control diligence before outreach.,f1-risk note; revenue unproven
7,"Defense, Space & Robotics",2,38,crossed 2025-26,Cowboy Space,cowboy.space (est),USA,Space,Rockets and orbital infrastructure to deploy data centers and compute capacity in space,110 (est),$2B,May 2026,$305M Series B,"Revenue unproven - pre-revenue infrastructure build-out, valuation based on data-center-in-space thesis",low,Frontier space-infrastructure story (orbital compute) fits an innovation-forward sponsorship narrative with no defense sensitivity.,f1-risk note; revenue unproven
7,"Defense, Space & Robotics",3,35,crossed 2025-26,GigaAI,gigaai.com (est),China,Robotics & Drones,Hardware and software for robotic systems trained on synthetic data,100 (est),$1.5B,April 2026,$220M Series B,"Revenue unproven - synthetic-data/simulation model, early commercial traction","medium - China-based, standard geopolitical brand-safety review needed","Commercial robotics-data infrastructure company; no indication of military ties, but recommend China-market brand-safety diligence.",f1-risk note; revenue unproven
7,"Defense, Space & Robotics",4,35,crossed 2025-26,Harmattan AI,harmattan.ai,France,Defense Tech,AI-guided loitering munitions and autonomous strike systems for European militaries,120 (est),$1.4B,2026,$200M Series B led by Dassault Aviation,Backed by Dassault Aviation as strategic/commercial partner; government contract pipeline implied but not independently disclosed - revenue partially unproven,"high - weapons manufacturer, strong brand-safety concern","Defense brand-safety note: this is a munitions maker; any association should be framed only at the sovereign-technology/European-defense-autonomy mission level, if pursued at all - high scrutiny recommended before outreach.",f1-risk note; revenue unproven
7,"Defense, Space & Robotics",5,35,crossed 2025-26,Nio GeniTech,"nio.com (subsidiary, est)",China,Deep-Tech Hardware,"Custom autonomous-driving and automotive semiconductor chips, spun out of automaker NIO",180 (est),$1.5B,February 2026,$330M Series A,Revenue tied to parent NIO's vehicle production volumes; standalone figures not disclosed,"medium-high - China-based automotive-chip spinout, closer scrutiny warranted given auto-industry/EV competitive overlap with F1 ecosystem and China semiconductor policy sensitivity","Automotive-chip innovation story, but recommend deeper diligence given ties to a car manufacturer (competitive overlap risk with existing F1 automotive sponsors) and China semiconductor export-control sensitivity.",f1-risk note
7,"Defense, Space & Robotics",6,35,crossed 2025-26,Skyryse,skyryse.com,USA,Space,Universal autonomous flight-control system retrofitted onto aircraft to simplify and automate piloting,250 (est),$1.1-1.2B,February 2026,$300M Series C,Commercial retrofit and OEM partnership contracts cited; full revenue figures not disclosed,low,"Aviation-safety and automation innovation angle, largely civilian-facing (not weapons); good general aerospace-tech sponsorship fit.",f1-risk note
7,"Defense, Space & Robotics",7,32,crossed 2025-26,Revel,revel.dev (est),USA,Robotics & Drones,"Testing, localization and fleet-control software/hardware infrastructure layer for aerospace, defense and industrial robotics",80 (est),$1B,February 2026,$150M Series B led by Index Ventures,Revenue unproven publicly; sells to aerospace/defense/robotics OEMs as infrastructure layer,low-medium - some defense-adjacent customer base,"Positioned as testing/infrastructure enabler rather than an end weapons system, giving it a lower-sensitivity B2B deep-tech story.",f1-risk note; revenue unproven
7,"Defense, Space & Robotics",8,32,crossed 2025-26,Sudu Technology,sudu-tech.com (est),China,Robotics & Drones,Foundational AI models paired with robotics hardware for manipulation and spatial understanding,120 (est),$2B,April 2026,Series A,Revenue unproven - early-stage foundation-model/hardware company,"medium - China-based, standard geopolitical brand-safety review needed",Physical-AI foundation-model story; valuation crossed $2B threshold supporting inclusion despite early stage; recommend China-market brand-safety diligence.,f1-risk note; revenue unproven
7,"Defense, Space & Robotics",9,32,crossed 2025-26,Sunday Robotics,sundayrobotics.com (est),USA,Robotics & Drones,"Household humanoid robot (""Memo"") for domestic chores such as laundry and dishwashing",70 (est),$1.15B,February 2026,$165M Series B,Revenue unproven - pre-commercial-launch consumer hardware,low,"Consumer-facing home-robotics story with broad mainstream appeal, no defense or geopolitical sensitivity.",f1-risk note; revenue unproven
7,"Defense, Space & Robotics",10,29,crossed 2025-26,Aalyria,aalyria.com,USA,Space,Network orchestration software and optical/RF hardware for satellite and defense communications networks (spun out of Google),160 (est),$1.3B,February 2026,$100M Series B,Commercial and government satellite-networking contracts cited (including DoD-adjacent programs); figures not fully disclosed,medium - dual-use with defense communications customers,Defense brand-safety note: framing should emphasize satellite-connectivity/networking innovation rather than its government-communications customer base.,f1-risk note
7,"Defense, Space & Robotics",11,29,crossed 2025-26,Defense Unicorns,defenseunicorns.com,USA,Defense Tech,"Software platform for secure, air-gapped deployment and updating of mission software across military systems (ships, aircraft, submarines, forward bases)",150 (est),$1B+,January 2026,$136M Series B led by Bain Capital Tech Opportunities,Cited 300% YoY revenue growth and profitable operations per Series B announcement,"medium - defense software vendor, brand-safety review needed","Frames around secure software resilience and mission continuity, not weapons; defense brand-safety note: keep sponsorship messaging at the software/infrastructure mission level, avoid battlefield imagery.",f1-risk note
7,"Defense, Space & Robotics",12,29,crossed 2025-26,Frore Systems,frore.com,USA,Deep-Tech Hardware,Solid-state active cooling chips (AirJet) for semiconductors and AI/data-center hardware,200 (est),$1.64B,March 2026,$143M Series D led by MVP Ventures,Eight-year-old company with commercial shipping products (OEM laptop/device design wins); revenue growing but not fully disclosed,low,"Semiconductor thermal-management hardware supplying the AI/data-center boom - clean, non-defense deep-tech story.",f1-risk note
7,"Defense, Space & Robotics",13,29,crossed 2025-26,Hermeus,hermeus.com,USA,Defense Tech,Autonomous hypersonic aircraft systems developed for defense and future high-speed flight applications,300 (est),$1B,April 2026,$200-350M Series C,Holds U.S. Air Force/DoD development contracts (Quarterhorse/Darkhorse programs cited publicly); revenue tied to government R&D contracts rather than commercial sales,medium - defense aerospace contractor,Defense brand-safety note: strong engineering/speed-frontier narrative (hypersonic flight) can be framed around aerospace innovation rather than military application specifically.,f1-risk note
7,"Defense, Space & Robotics",14,29,crossed 2025-26,Performance Drone Works,pdw.aero (est),USA,Robotics & Drones,Small unmanned aerial systems (drones) built for U.S. defense and military end-users,140 (est),$1.2B,March 2026,$110M Series B,Reported existing DoD/military contracts underpinning valuation; specific revenue figure not disclosed,medium-high - defense drone manufacturer,"Defense brand-safety note: pitch would need to center on precision-manufacturing and American industrial-base capability, not weapons use cases.",f1-risk note
7,"Defense, Space & Robotics",15,29,crossed 2025-26,Tianji,tianji-robotics.com (est),China,Robotics & Drones,Dual-arm industrial and service robots,150 (est),$1.5B,May 2026,$147M Series B,Ten-year-old company with commercial industrial-robotics deployments; revenue not fully disclosed,"medium - China-based, standard geopolitical brand-safety review needed","Established (10-year) industrial-robotics manufacturer, lower hype-risk than newer entrants; recommend China-market brand-safety diligence.",f1-risk note
7,"Defense, Space & Robotics",16,27,Tier 1,Boom Supersonic,boomsupersonic.com,USA,Deep-Tech Hardware,"Supersonic passenger aircraft (Overture) and the XB-1 demonstrator, which flew supersonic in 2025",~700 (est),"~$4B (est, 2024-2025 growth rounds)",,"Growth funding round, 2024-2025 (backed by American Airlines, United Airlines, Japan Airlines pre-orders)",Pre-order deposits from major airlines; no commercial passenger service revenue yet - revenue unproven,Low,Speed/engineering brand with aspirational luxury-travel audience overlap with F1 fanbase; no F1 or parent ties found,['est']; f1-risk note; revenue unproven
7,"Defense, Space & Robotics",17,27,Tier 1,Silicon Box,siliconbox.com,Singapore,Deep-Tech Hardware,Advanced semiconductor packaging and chiplet integration (panel-level packaging) for AI/HPC chipmakers,~600 (est),"~$4B (est, 2025 growth round; prior 2024 round ~$1.1B)",,"Growth round, 2025 (backed by Temasek, EDBI and other strategics)",Early production revenue from foundry/OSAT customers; revenue unproven at scale,Low,Deep-tech semiconductor supply-chain brand with clean B2B profile; strong Singapore/Asia manufacturing growth story; no F1 or parent ties found,['est']; f1-risk note; revenue unproven
7,"Defense, Space & Robotics",18,26,crossed 2025-26,Botshare,botshare.cn (est),China,Robotics & Drones,Robot leasing and rental platform for commercial/industrial robot deployment,65 (est),$1B,May 2026,Series A,"Rental/leasing revenue model implies recurring cash flow, though figures undisclosed","medium - China-based, standard geopolitical brand-safety review needed",Asset-leasing business model gives more tangible revenue signal than pure R&D-stage peers; recommend China-market brand-safety diligence.,f1-risk note
7,"Defense, Space & Robotics",19,26,crossed 2025-26,Genki Robotics,genkirobotics.com (est),Japan,Robotics & Drones,Humanoid robots addressing public-safety and urban-maintenance tasks,55 (est),$1B,March/April 2026,Series A,Revenue unproven - early pilot deployments with municipal/public-safety partners,low,"Civic-good, public-safety-robotics narrative with strong Japan/Asia-market visibility angle.",f1-risk note; revenue unproven
7,"Defense, Space & Robotics",20,26,crossed 2025-26,Heven AeroTech,hevenaerotech.com (est),USA,Robotics & Drones,Hydrogen-powered unmanned aerial systems (long-endurance drones) for commercial and government use,90 (est),$1B,2026,$100M Series B,Revenue unproven publicly; positioned around hydrogen-propulsion endurance advantage rather than disclosed sales,"low-medium - dual-use hydrogen aviation, not primarily a weapons company",Clean-propulsion/aerospace-innovation story (hydrogen UAS) gives a sustainability-adjacent angle distinct from pure defense messaging; still confirm government end-use mix before outreach.,f1-risk note; revenue unproven
7,"Defense, Space & Robotics",21,26,crossed 2025-26,Lightwheel,lightwheel.ai (est),USA,Robotics & Drones,Robotics simulation platform and synthetic-data generation for training robot manipulation and navigation,60 (est),$1B,March 2026,$146M Series A,Revenue unproven - early-stage simulation/data platform monetized via enterprise robotics customers,low,"Simulation/synthetic-data infrastructure for robotics, a picks-and-shovels story with no defense or brand-safety concerns.",f1-risk note; revenue unproven
7,"Defense, Space & Robotics",22,26,crossed 2025-26,PaXini Tech,paxini.com (est),China,Robotics & Drones,"Tactile sensor technology (robotic ""skin"") enabling fine manipulation for humanoid and industrial robots",90 (est),$1.5B,March 2026,$145M Series B,Revenue unproven publicly - component supplier to multiple robotics OEMs,"medium - China-based, standard geopolitical brand-safety review needed",Component-level deep-tech (tactile sensing) story with cross-industry robotics applications; recommend China-market brand-safety diligence.,f1-risk note; revenue unproven
7,"Defense, Space & Robotics",23,26,crossed 2025-26,UForce,uforce.co (est),United Kingdom,Defense Tech,"Land, sea and aerial unmanned defense systems, founded by Ukrainians for Ukraine's defense needs",80 (est),$1B+,March 2026,$50M seed round,Revenue unproven - very early seed-stage; valuation driven by wartime demand signal rather than disclosed sales,high - wartime/combat-adjacent branding risk,"Defense brand-safety note: first UK/Ukraine defense-tech unicorn; framing should stay at national-resilience/engineering-innovation level, not combat use - treat as low priority for direct sponsorship given active-conflict association.",f1-risk note; revenue unproven
7,"Defense, Space & Robotics",24,26,crossed 2025-26,ZaiNar,zainar.com,USA,Deep-Tech Hardware,Spatial-awareness hardware/chipsets turning 5G and Wi-Fi signals into precise location data for physical-AI and robotics,65 (est),$1B,February 2026,$100M Series B,Nine-year-old company with existing enterprise/industrial customers; revenue not fully disclosed,low,"Foundational wireless-positioning hardware story (physical AI enabler), broadly applicable and low sensitivity.",f1-risk note
7,"Defense, Space & Robotics",25,24,Tier 1,Blue Origin,blueorigin.com,USA,Space,"Orbital and suborbital launch vehicles (New Glenn, New Shepard), lunar landers (Blue Moon) and in-development space stations (Orbital Reef)","~11,000 (est, 2025)",Not externally priced (privately funded by Jeff Bezos); implied value well above $10B given New Glenn program scale and NASA/DoD contract base,,Founder-funded (Jeff Bezos); no external equity rounds disclosed,"Government contract revenue (NASA HLS, National Security Space Launch); commercial launch revenue still ramping - revenue unproven at scale",Medium,"No direct F1 ties, but founder Jeff Bezos has extensive, high-visibility media/commerce interests (Amazon, Washington Post) that warrant a brand-safety review before outreach; otherwise strong prestige/innovation fit for F1","['est', 'founder-funded, no disclosed valuation']; f1-risk note; revenue unproven"
7,"Defense, Space & Robotics",26,21,crossed 2025-26,Gilmour Space Technologies,gspacetech.com,Australia,Space,Orbital launch vehicles (Eris rocket) for satellite deployment,230 (est),$1.0-1.2B,2025,Late-stage private round,Signed satellite-launch customer contracts; still pre-commercial-launch revenue at scale,low,"Australia's first orbital launch company - strong national-champion, engineering-excellence narrative with no defense sensitivity.",f1-risk note
7,"Defense, Space & Robotics",27,21,crossed 2025-26,Synspective,synspective.com,Japan,Space,Synthetic Aperture Radar (SAR) small-satellite constellation and geospatial data/analytics services,260 (est),$1.2B,2025,Late-stage private round,Commercial and government geospatial-data subscription revenue disclosed in funding rounds,low-medium - some government/security customers for SAR imagery,"Earth-observation/data-analytics framing (disaster response, infrastructure monitoring) keeps messaging civilian-facing.",f1-risk note
7,"Defense, Space & Robotics",28,14,Tier 2,TAE Technologies,tae.com,USA,Deep-Tech Hardware,Field-reversed configuration fusion reactors and spin-off power-management/medical-isotope technology,~300 (est),"$1.2B (last disclosed, Series G+, 2022)",,"Series G+, ~$250M, 2022",Spin-off revenue from power electronics and medical isotope units; core fusion product line - revenue unproven,Low,Clean-energy deep-tech brand fits sustainability-linked sponsorship themes common in F1; no F1 or parent ties found,"['stale valuation', 'est']; f1-risk note; revenue unproven"
8,Software & Cyber,1,37,crossed 2025-26,Arena,arena.ai (unverified — possible name collision with unrelated brands),USA,Devtools & Data,AI decision-intelligence / enterprise data platform,~45 (est) — FLAG: valuation $1.7B is below the $2B exception bar for sub-51 headcount,$1.7B,January 2026,$150M Series A,revenue unproven,none,No F1/motorsport ties identified; confirm exact legal entity before outreach given generic name,revenue unproven
8,Software & Cyber,2,37,crossed 2025-26,Exein,exein.io,Italy,Cybersecurity,"Embedded/physical-AI cybersecurity for industrial devices, robots, drones and autonomous vehicles (IoT/OT security)","~40 (est) — FLAG: below the preferred 51-employee threshold and valuation $1.7B is under the $2B exception bar; included for completeness, review headcount risk before adding",$1.7B,"September 16, 2026","$270M round led by Headline, with European Investment Bank participation",revenue unproven,none,"Headline/EIB-backed; no F1/motorsport ties identified; EIB is an EU public development bank, not a sanctioned or distressed state entity",revenue unproven
